y,x,zt
1332.0,2868.0,144.0
1332.0,2892.0,168.0
1332.0,2916.0,168.0
1332.0,2940.0,168.0
1332.0,2964.0,168.0
1332.0,2988.0,168.0
1332.0,3012.0,168.0
1332.0,3036.0,168.0
1332.0,3060.0,168.0
1356.0,12.0,264.0
1356.0,36.0,264.0
1356.0,60.0,264.0
1356.0,84.0,264.0
1356.0,108.0,264.0
1356.0,132.0,264.0
1356.0,156.0,264.0
1356.0,180.0,240.0
1356.0,204.0,240.0
1356.0,228.0,240.0
1356.0,252.0,240.0
1356.0,276.0,264.0
1356.0,300.0,264.0
1356.0,324.0,264.0
1356.0,348.0,264.0
1356.0,372.0,240.0
1356.0,396.0,240.0
1356.0,420.0,240.0
1356.0,444.0,240.0
1356.0,468.0,240.0
1356.0,492.0,240.0
1356.0,516.0,264.0
1356.0,540.0,288.0
1356.0,564.0,288.0
1356.0,588.0,288.0
1356.0,612.0,288.0
1356.0,636.0,288.0
1356.0,660.0,264.0
1356.0,684.0,240.0
1356.0,708.0,240.0
1356.0,732.0,240.0
1356.0,756.0,216.0
1356.0,780.0,216.0
1356.0,804.0,216.0
1356.0,828.0,192.0
1356.0,852.0,192.0
1356.0,876.0,168.0
1356.0,900.0,168.0
1356.0,924.0,144.0
1356.0,948.0,144.0
1356.0,972.0,120.0
1356.0,996.0,120.0
1356.0,1020.0,96.0
1356.0,1044.0,96.0
1356.0,1068.0,96.0
1356.0,1092.0,72.0
1356.0,1116.0,72.0
1356.0,1140.0,72.0
1356.0,1164.0,72.0
1356.0,1188.0,72.0
1356.0,1212.0,72.0
1356.0,1236.0,48.0
1356.0,1260.0,48.0
1356.0,1284.0,48.0
1356.0,1308.0,48.0
1356.0,1332.0,48.0
1356.0,1356.0,48.0
1356.0,1380.0,48.0
1356.0,1404.0,48.0
1356.0,1428.0,24.0
1356.0,1452.0,24.0
1356.0,1476.0,24.0
1356.0,1500.0,24.0
1356.0,1524.0,24.0
1356.0,1548.0,24.0
1356.0,1572.0,24.0
1356.0,1596.0,24.0
1356.0,1620.0,24.0
1356.0,1644.0,24.0
1356.0,1668.0,24.0
1356.0,1692.0,24.0
1356.0,1716.0,24.0
1356.0,1740.0,24.0
1356.0,1764.0,24.0
1356.0,1788.0,24.0
1356.0,1812.0,24.0
1356.0,1836.0,24.0
1356.0,1860.0,24.0
1356.0,1884.0,24.0
1356.0,1908.0,24.0
1356.0,1932.0,24.0
1356.0,1956.0,24.0
1356.0,1980.0,24.0
1356.0,2004.0,24.0
1356.0,2028.0,24.0
1356.0,2052.0,24.0
1356.0,2076.0,24.0
1356.0,2100.0,24.0
1356.0,2124.0,24.0
1356.0,2148.0,24.0
1356.0,2172.0,24.0
1356.0,2196.0,24.0
1356.0,2220.0,24.0
1356.0,2244.0,24.0
1356.0,2268.0,24.0
1356.0,2292.0,24.0
1356.0,2316.0,24.0
1356.0,2340.0,24.0
1356.0,2364.0,24.0
1356.0,2388.0,48.0
1356.0,2412.0,48.0
1356.0,2436.0,48.0
1356.0,2460.0,48.0
1356.0,2484.0,48.0
1356.0,2508.0,48.0
1356.0,2532.0,48.0
1356.0,2556.0,48.0
1356.0,2580.0,48.0
1356.0,2604.0,72.0
1356.0,2628.0,48.0
1356.0,2652.0,72.0
1356.0,2676.0,96.0
1356.0,2700.0,96.0
1356.0,2724.0,120.0
1356.0,2748.0,120.0
1356.0,2772.0,120.0
1356.0,2796.0,120.0
1356.0,2820.0,120.0
1356.0,2844.0,144.0
1356.0,2868.0,144.0
1356.0,2892.0,168.0
1356.0,2916.0,168.0
1356.0,2940.0,168.0
1356.0,2964.0,168.0
1356.0,2988.0,168.0
1356.0,3012.0,168.0
1356.0,3036.0,168.0
1356.0,3060.0,168.0
1380.0,12.0,240.0
1380.0,36.0,240.0
1380.0,60.0,240.0
1380.0,84.0,240.0
1380.0,108.0,264.0
1380.0,132.0,264.0
1380.0,156.0,264.0
1380.0,180.0,240.0
1380.0,204.0,240.0
1380.0,228.0,240.0
1380.0,252.0,240.0
1380.0,276.0,264.0
1380.0,300.0,264.0
1380.0,324.0,264.0
1380.0,348.0,264.0
1380.0,372.0,264.0
1380.0,396.0,264.0
1380.0,420.0,240.0
1380.0,444.0,240.0
1380.0,468.0,240.0
1380.0,492.0,240.0
1380.0,516.0,264.0
1380.0,540.0,288.0
1380.0,564.0,288.0
1380.0,588.0,288.0
1380.0,612.0,288.0
1380.0,636.0,264.0
1380.0,660.0,264.0
1380.0,684.0,240.0
1380.0,708.0,240.0
1380.0,732.0,216.0
1380.0,756.0,216.0
1380.0,780.0,216.0
1380.0,804.0,192.0
1380.0,828.0,192.0
1380.0,852.0,168.0
1380.0,876.0,168.0
1380.0,900.0,168.0
1380.0,924.0,144.0
1380.0,948.0,120.0
1380.0,972.0,120.0
1380.0,996.0,96.0
1380.0,1020.0,96.0
1380.0,1044.0,96.0
1380.0,1068.0,96.0
1380.0,1092.0,72.0
1380.0,1116.0,72.0
1380.0,1140.0,72.0
1380.0,1164.0,72.0
1380.0,1188.0,72.0
1380.0,1212.0,72.0
1380.0,1236.0,72.0
1380.0,1260.0,48.0
1380.0,1284.0,48.0
1380.0,1308.0,48.0
1380.0,1332.0,48.0
1380.0,1356.0,48.0
1380.0,1380.0,48.0
1380.0,1404.0,24.0
1380.0,1428.0,24.0
1380.0,1452.0,24.0
1380.0,1476.0,24.0
1380.0,1500.0,24.0
1380.0,1524.0,24.0
1380.0,1548.0,24.0
1380.0,1572.0,24.0
1380.0,1596.0,24.0
1380.0,1620.0,24.0
1380.0,1644.0,24.0
1380.0,1668.0,24.0
1380.0,1692.0,24.0
1380.0,1716.0,24.0
1380.0,1740.0,24.0
1380.0,1764.0,24.0
1380.0,1788.0,24.0
1380.0,1812.0,24.0
1380.0,1836.0,24.0
1380.0,1860.0,24.0
1380.0,1884.0,24.0
1380.0,1908.0,24.0
1380.0,1932.0,24.0
1380.0,1956.0,24.0
1380.0,1980.0,24.0
1380.0,2004.0,24.0
1380.0,2028.0,24.0
1380.0,2052.0,24.0
1380.0,2076.0,24.0
1380.0,2100.0,24.0
1380.0,2124.0,24.0
1380.0,2148.0,24.0
1380.0,2172.0,24.0
1380.0,2196.0,24.0
1380.0,2220.0,24.0
1380.0,2244.0,24.0
1380.0,2268.0,24.0
1380.0,2292.0,24.0
1380.0,2316.0,24.0
1380.0,2340.0,24.0
1380.0,2364.0,48.0
1380.0,2388.0,48.0
1380.0,2412.0,48.0
1380.0,2436.0,48.0
1380.0,2460.0,48.0
1380.0,2484.0,48.0
1380.0,2508.0,48.0
1380.0,2532.0,48.0
1380.0,2556.0,48.0
1380.0,2580.0,48.0
1380.0,2604.0,48.0
1380.0,2628.0,48.0
1380.0,2652.0,96.0
1380.0,2676.0,96.0
1380.0,2700.0,96.0
1380.0,2724.0,96.0
1380.0,2748.0,96.0
1380.0,2772.0,96.0
1380.0,2796.0,120.0
1380.0,2820.0,96.0
1380.0,2844.0,120.0
1380.0,2868.0,144.0
1380.0,2892.0,144.0
1380.0,2916.0,168.0
1380.0,2940.0,144.0
1380.0,2964.0,144.0
1380.0,2988.0,168.0
1380.0,3012.0,168.0
1380.0,3036.0,168.0
1380.0,3060.0,168.0
1404.0,12.0,240.0
1404.0,36.0,240.0
1404.0,60.0,240.0
1404.0,84.0,240.0
1404.0,108.0,264.0
1404.0,132.0,264.0
1404.0,156.0,264.0
1404.0,180.0,240.0
1404.0,204.0,240.0
1404.0,228.0,240.0
1404.0,252.0,240.0
1404.0,276.0,240.0
1404.0,300.0,264.0
1404.0,324.0,264.0
1404.0,348.0,264.0
1404.0,372.0,264.0
1404.0,396.0,288.0
1404.0,420.0,264.0
1404.0,444.0,240.0
1404.0,468.0,240.0
1404.0,492.0,240.0
1404.0,516.0,240.0
1404.0,540.0,288.0
1404.0,564.0,288.0
1404.0,588.0,288.0
1404.0,612.0,288.0
1404.0,636.0,264.0
1404.0,660.0,240.0
1404.0,684.0,240.0
1404.0,708.0,240.0
1404.0,732.0,216.0
1404.0,756.0,192.0
1404.0,780.0,192.0
1404.0,804.0,192.0
1404.0,828.0,192.0
1404.0,852.0,168.0
1404.0,876.0,168.0
1404.0,900.0,144.0
1404.0,924.0,144.0
1404.0,948.0,120.0
1404.0,972.0,120.0
1404.0,996.0,96.0
1404.0,1020.0,96.0
1404.0,1044.0,96.0
1404.0,1068.0,72.0
1404.0,1092.0,72.0
1404.0,1116.0,72.0
1404.0,1140.0,72.0
1404.0,1164.0,72.0
1404.0,1188.0,72.0
1404.0,1212.0,72.0
1404.0,1236.0,48.0
1404.0,1260.0,48.0
1404.0,1284.0,48.0
1404.0,1308.0,48.0
1404.0,1332.0,48.0
1404.0,1356.0,48.0
1404.0,1380.0,48.0
1404.0,1404.0,24.0
1404.0,1428.0,24.0
1404.0,1452.0,24.0
1404.0,1476.0,24.0
1404.0,1500.0,24.0
1404.0,1524.0,24.0
1404.0,1548.0,24.0
1404.0,1572.0,24.0
1404.0,1596.0,24.0
1404.0,1620.0,24.0
1404.0,1644.0,24.0
1404.0,1668.0,24.0
1404.0,1692.0,24.0
1404.0,1716.0,24.0
1404.0,1740.0,24.0
1404.0,1764.0,24.0
1404.0,1788.0,24.0
1404.0,1812.0,24.0
1404.0,1836.0,24.0
1404.0,1860.0,24.0
1404.0,1884.0,24.0
1404.0,1908.0,24.0
1404.0,1932.0,24.0
1404.0,1956.0,24.0
1404.0,1980.0,48.0
1404.0,2004.0,48.0
1404.0,2028.0,24.0
1404.0,2052.0,24.0
1404.0,2076.0,24.0
1404.0,2100.0,24.0
1404.0,2124.0,24.0
1404.0,2148.0,24.0
1404.0,2172.0,24.0
1404.0,2196.0,24.0
1404.0,2220.0,24.0
1404.0,2244.0,24.0
1404.0,2268.0,24.0
1404.0,2292.0,24.0
1404.0,2316.0,24.0
1404.0,2340.0,24.0
1404.0,2364.0,48.0
1404.0,2388.0,48.0
1404.0,2412.0,48.0
1404.0,2436.0,48.0
1404.0,2460.0,48.0
1404.0,2484.0,48.0
1404.0,2508.0,48.0
1404.0,2532.0,48.0
1404.0,2556.0,48.0
1404.0,2580.0,48.0
1404.0,2604.0,48.0
1404.0,2628.0,48.0
1404.0,2652.0,48.0
1404.0,2676.0,72.0
1404.0,2700.0,96.0
1404.0,2724.0,96.0
1404.0,2748.0,96.0
1404.0,2772.0,96.0
1404.0,2796.0,96.0
1404.0,2820.0,96.0
1404.0,2844.0,120.0
1404.0,2868.0,144.0
1404.0,2892.0,144.0
1404.0,2916.0,144.0
1404.0,2940.0,144.0
1404.0,2964.0,144.0
1404.0,2988.0,168.0
1404.0,3012.0,168.0
1404.0,3036.0,168.0
1404.0,3060.0,192.0
1428.0,12.0,240.0
1428.0,36.0,240.0
1428.0,60.0,240.0
1428.0,84.0,240.0
1428.0,108.0,264.0
1428.0,132.0,264.0
1428.0,156.0,264.0
1428.0,180.0,240.0
1428.0,204.0,240.0
1428.0,228.0,240.0
1428.0,252.0,240.0
1428.0,276.0,240.0
1428.0,300.0,264.0
1428.0,324.0,264.0
1428.0,348.0,264.0
1428.0,372.0,288.0
1428.0,396.0,288.0
1428.0,420.0,264.0
1428.0,444.0,264.0
1428.0,468.0,240.0
1428.0,492.0,240.0
1428.0,516.0,240.0
1428.0,540.0,264.0
1428.0,564.0,288.0
1428.0,588.0,288.0
1428.0,612.0,288.0
1428.0,636.0,264.0
1428.0,660.0,240.0
1428.0,684.0,240.0
1428.0,708.0,240.0
1428.0,732.0,216.0
1428.0,756.0,192.0
1428.0,780.0,192.0
1428.0,804.0,192.0
1428.0,828.0,168.0
1428.0,852.0,168.0
1428.0,876.0,144.0
1428.0,900.0,144.0
1428.0,924.0,120.0
1428.0,948.0,120.0
1428.0,972.0,96.0
1428.0,996.0,96.0
1428.0,1020.0,96.0
1428.0,1044.0,72.0
1428.0,1068.0,72.0
1428.0,1092.0,72.0
1428.0,1116.0,72.0
1428.0,1140.0,72.0
1428.0,1164.0,72.0
1428.0,1188.0,48.0
1428.0,1212.0,48.0
1428.0,1236.0,48.0
1428.0,1260.0,48.0
1428.0,1284.0,48.0
1428.0,1308.0,48.0
1428.0,1332.0,48.0
1428.0,1356.0,48.0
1428.0,1380.0,24.0
1428.0,1404.0,24.0
1428.0,1428.0,24.0
1428.0,1452.0,24.0
1428.0,1476.0,24.0
1428.0,1500.0,24.0
1428.0,1524.0,24.0
1428.0,1548.0,24.0
1428.0,1572.0,24.0
1428.0,1596.0,24.0
1428.0,1620.0,24.0
1428.0,1644.0,24.0
1428.0,1668.0,24.0
1428.0,1692.0,24.0
1428.0,1716.0,24.0
1428.0,1740.0,24.0
1428.0,1764.0,24.0
1428.0,1788.0,24.0
1428.0,1812.0,24.0
1428.0,1836.0,24.0
1428.0,1860.0,24.0
1428.0,1884.0,24.0
1428.0,1908.0,24.0
1428.0,1932.0,24.0
1428.0,1956.0,24.0
1428.0,1980.0,48.0
1428.0,2004.0,48.0
1428.0,2028.0,48.0
1428.0,2052.0,48.0
1428.0,2076.0,24.0
1428.0,2100.0,24.0
1428.0,2124.0,24.0
1428.0,2148.0,24.0
1428.0,2172.0,24.0
1428.0,2196.0,24.0
1428.0,2220.0,24.0
1428.0,2244.0,24.0
1428.0,2268.0,24.0
1428.0,2292.0,24.0
1428.0,2316.0,48.0
1428.0,2340.0,48.0
1428.0,2364.0,48.0
1428.0,2388.0,48.0
1428.0,2412.0,48.0
1428.0,2436.0,48.0
1428.0,2460.0,48.0
1428.0,2484.0,48.0
1428.0,2508.0,48.0
1428.0,2532.0,48.0
1428.0,2556.0,48.0
1428.0,2580.0,48.0
1428.0,2604.0,48.0
1428.0,2628.0,48.0
1428.0,2652.0,72.0
1428.0,2676.0,72.0
1428.0,2700.0,96.0
1428.0,2724.0,96.0
1428.0,2748.0,96.0
1428.0,2772.0,96.0
1428.0,2796.0,96.0
1428.0,2820.0,96.0
1428.0,2844.0,96.0
1428.0,2868.0,120.0
1428.0,2892.0,144.0
1428.0,2916.0,144.0
1428.0,2940.0,144.0
1428.0,2964.0,144.0
1428.0,2988.0,168.0
1428.0,3012.0,168.0
1428.0,3036.0,168.0
1428.0,3060.0,192.0
1452.0,12.0,240.0
1452.0,36.0,264.0
1452.0,60.0,240.0
1452.0,84.0,240.0
1452.0,108.0,264.0
1452.0,132.0,264.0
1452.0,156.0,264.0
1452.0,180.0,240.0
1452.0,204.0,240.0
1452.0,228.0,264.0
1452.0,252.0,240.0
1452.0,276.0,240.0
1452.0,300.0,264.0
1452.0,324.0,264.0
1452.0,348.0,288.0
1452.0,372.0,288.0
1452.0,396.0,288.0
1452.0,420.0,264.0
1452.0,444.0,264.0
1452.0,468.0,240.0
1452.0,492.0,240.0
1452.0,516.0,240.0
1452.0,540.0,264.0
1452.0,564.0,288.0
1452.0,588.0,288.0
1452.0,612.0,264.0
1452.0,636.0,264.0
1452.0,660.0,240.0
1452.0,684.0,240.0
1452.0,708.0,240.0
1452.0,732.0,216.0
1452.0,756.0,192.0
1452.0,780.0,192.0
1452.0,804.0,192.0
1452.0,828.0,168.0
1452.0,852.0,168.0
1452.0,876.0,144.0
1452.0,900.0,144.0
1452.0,924.0,120.0
1452.0,948.0,120.0
1452.0,972.0,96.0
1452.0,996.0,96.0
1452.0,1020.0,96.0
1452.0,1044.0,72.0
1452.0,1068.0,72.0
1452.0,1092.0,72.0
1452.0,1116.0,72.0
1452.0,1140.0,72.0
1452.0,1164.0,72.0
1452.0,1188.0,48.0
1452.0,1212.0,48.0
1452.0,1236.0,48.0
1452.0,1260.0,48.0
1452.0,1284.0,48.0
1452.0,1308.0,48.0
1452.0,1332.0,48.0
1452.0,1356.0,48.0
1452.0,1380.0,24.0
1452.0,1404.0,24.0
1452.0,1428.0,24.0
1452.0,1452.0,24.0
1452.0,1476.0,24.0
1452.0,1500.0,24.0
1452.0,1524.0,24.0
1452.0,1548.0,24.0
1452.0,1572.0,24.0
1452.0,1596.0,24.0
1452.0,1620.0,24.0
1452.0,1644.0,24.0
1452.0,1668.0,24.0
1452.0,1692.0,24.0
1452.0,1716.0,24.0
1452.0,1740.0,24.0
1452.0,1764.0,24.0
1452.0,1788.0,24.0
1452.0,1812.0,24.0
1452.0,1836.0,24.0
1452.0,1860.0,24.0
1452.0,1884.0,24.0
1452.0,1908.0,48.0
1452.0,1932.0,48.0
1452.0,1956.0,48.0
1452.0,1980.0,48.0
1452.0,2004.0,48.0
1452.0,2028.0,48.0
1452.0,2052.0,48.0
1452.0,2076.0,24.0
1452.0,2100.0,24.0
1452.0,2124.0,24.0
1452.0,2148.0,24.0
1452.0,2172.0,24.0
1452.0,2196.0,24.0
1452.0,2220.0,24.0
1452.0,2244.0,48.0
1452.0,2268.0,48.0
1452.0,2292.0,48.0
1452.0,2316.0,48.0
1452.0,2340.0,48.0
1452.0,2364.0,48.0
1452.0,2388.0,48.0
1452.0,2412.0,48.0
1452.0,2436.0,48.0
1452.0,2460.0,48.0
1452.0,2484.0,48.0
1452.0,2508.0,48.0
1452.0,2532.0,48.0
1452.0,2556.0,48.0
1452.0,2580.0,48.0
1452.0,2604.0,48.0
1452.0,2628.0,48.0
1452.0,2652.0,48.0
1452.0,2676.0,72.0
1452.0,2700.0,72.0
1452.0,2724.0,72.0
1452.0,2748.0,72.0
1452.0,2772.0,72.0
1452.0,2796.0,96.0
1452.0,2820.0,96.0
1452.0,2844.0,96.0
1452.0,2868.0,120.0
1452.0,2892.0,120.0
1452.0,2916.0,144.0
1452.0,2940.0,144.0
1452.0,2964.0,144.0
1452.0,2988.0,168.0
1452.0,3012.0,168.0
1452.0,3036.0,168.0
1452.0,3060.0,192.0
1476.0,12.0,240.0
1476.0,36.0,240.0
1476.0,60.0,240.0
1476.0,84.0,240.0
1476.0,108.0,240.0
1476.0,132.0,240.0
1476.0,156.0,240.0
1476.0,180.0,240.0
1476.0,204.0,240.0
1476.0,228.0,264.0
1476.0,252.0,240.0
1476.0,276.0,240.0
1476.0,300.0,264.0
1476.0,324.0,264.0
1476.0,348.0,288.0
1476.0,372.0,288.0
1476.0,396.0,288.0
1476.0,420.0,264.0
1476.0,444.0,264.0
1476.0,468.0,240.0
1476.0,492.0,240.0
1476.0,516.0,240.0
1476.0,540.0,264.0
1476.0,564.0,264.0
1476.0,588.0,264.0
1476.0,612.0,264.0
1476.0,636.0,264.0
1476.0,660.0,240.0
1476.0,684.0,240.0
1476.0,708.0,240.0
1476.0,732.0,216.0
1476.0,756.0,192.0
1476.0,780.0,192.0
1476.0,804.0,168.0
1476.0,828.0,168.0
1476.0,852.0,144.0
1476.0,876.0,144.0
1476.0,900.0,120.0
1476.0,924.0,120.0
1476.0,948.0,96.0
1476.0,972.0,96.0
1476.0,996.0,96.0
1476.0,1020.0,96.0
1476.0,1044.0,72.0
1476.0,1068.0,72.0
1476.0,1092.0,72.0
1476.0,1116.0,72.0
1476.0,1140.0,72.0
1476.0,1164.0,48.0
1476.0,1188.0,48.0
1476.0,1212.0,48.0
1476.0,1236.0,48.0
1476.0,1260.0,48.0
1476.0,1284.0,48.0
1476.0,1308.0,48.0
1476.0,1332.0,48.0
1476.0,1356.0,24.0
1476.0,1380.0,24.0
1476.0,1404.0,24.0
1476.0,1428.0,24.0
1476.0,1452.0,24.0
1476.0,1476.0,24.0
1476.0,1500.0,24.0
1476.0,1524.0,24.0
1476.0,1548.0,24.0
1476.0,1572.0,24.0
1476.0,1596.0,24.0
1476.0,1620.0,24.0
1476.0,1644.0,24.0
1476.0,1668.0,24.0
1476.0,1692.0,24.0
1476.0,1716.0,24.0
1476.0,1740.0,24.0
1476.0,1764.0,24.0
1476.0,1788.0,24.0
1476.0,1812.0,24.0
1476.0,1836.0,24.0
1476.0,1860.0,24.0
1476.0,1884.0,48.0
1476.0,1908.0,48.0
1476.0,1932.0,48.0
1476.0,1956.0,48.0
1476.0,1980.0,48.0
1476.0,2004.0,48.0
1476.0,2028.0,48.0
1476.0,2052.0,48.0
1476.0,2076.0,48.0
1476.0,2100.0,24.0
1476.0,2124.0,24.0
1476.0,2148.0,24.0
1476.0,2172.0,48.0
1476.0,2196.0,48.0
1476.0,2220.0,48.0
1476.0,2244.0,48.0
1476.0,2268.0,48.0
1476.0,2292.0,48.0
1476.0,2316.0,48.0
1476.0,2340.0,48.0
1476.0,2364.0,48.0
1476.0,2388.0,48.0
1476.0,2412.0,48.0
1476.0,2436.0,48.0
1476.0,2460.0,48.0
1476.0,2484.0,48.0
1476.0,2508.0,48.0
1476.0,2532.0,48.0
1476.0,2556.0,48.0
1476.0,2580.0,48.0
1476.0,2604.0,48.0
1476.0,2628.0,48.0
1476.0,2652.0,48.0
1476.0,2676.0,48.0
1476.0,2700.0,48.0
1476.0,2724.0,72.0
1476.0,2748.0,72.0
1476.0,2772.0,72.0
1476.0,2796.0,96.0
1476.0,2820.0,96.0
1476.0,2844.0,96.0
1476.0,2868.0,96.0
1476.0,2892.0,120.0
1476.0,2916.0,144.0
1476.0,2940.0,144.0
1476.0,2964.0,144.0
1476.0,2988.0,168.0
1476.0,3012.0,192.0
1476.0,3036.0,192.0
1476.0,3060.0,192.0
1500.0,12.0,240.0
1500.0,36.0,240.0
1500.0,60.0,240.0
1500.0,84.0,240.0
1500.0,108.0,240.0
1500.0,132.0,240.0
1500.0,156.0,240.0
1500.0,180.0,240.0
1500.0,204.0,240.0
1500.0,228.0,264.0
1500.0,252.0,240.0
1500.0,276.0,240.0
1500.0,300.0,264.0
1500.0,324.0,264.0
1500.0,348.0,288.0
1500.0,372.0,288.0
1500.0,396.0,288.0
1500.0,420.0,264.0
1500.0,444.0,264.0
1500.0,468.0,240.0
1500.0,492.0,240.0
1500.0,516.0,240.0
1500.0,540.0,264.0
1500.0,564.0,264.0
1500.0,588.0,264.0
1500.0,612.0,264.0
1500.0,636.0,240.0
1500.0,660.0,240.0
1500.0,684.0,240.0
1500.0,708.0,240.0
1500.0,732.0,192.0
1500.0,756.0,168.0
1500.0,780.0,168.0
1500.0,804.0,168.0
1500.0,828.0,168.0
1500.0,852.0,144.0
1500.0,876.0,144.0
1500.0,900.0,120.0
1500.0,924.0,120.0
1500.0,948.0,96.0
1500.0,972.0,96.0
1500.0,996.0,96.0
1500.0,1020.0,72.0
1500.0,1044.0,72.0
1500.0,1068.0,72.0
1500.0,1092.0,72.0
1500.0,1116.0,72.0
1500.0,1140.0,72.0
1500.0,1164.0,48.0
1500.0,1188.0,48.0
1500.0,1212.0,48.0
1500.0,1236.0,48.0
1500.0,1260.0,48.0
1500.0,1284.0,48.0
1500.0,1308.0,48.0
1500.0,1332.0,24.0
1500.0,1356.0,24.0
1500.0,1380.0,24.0
1500.0,1404.0,24.0
1500.0,1428.0,24.0
1500.0,1452.0,24.0
1500.0,1476.0,24.0
1500.0,1500.0,24.0
1500.0,1524.0,24.0
1500.0,1548.0,24.0
1500.0,1572.0,24.0
1500.0,1596.0,24.0
1500.0,1620.0,24.0
1500.0,1644.0,24.0
1500.0,1668.0,24.0
1500.0,1692.0,24.0
1500.0,1716.0,24.0
1500.0,1740.0,24.0
1500.0,1764.0,24.0
1500.0,1788.0,24.0
1500.0,1812.0,24.0
1500.0,1836.0,24.0
1500.0,1860.0,48.0
1500.0,1884.0,48.0
1500.0,1908.0,48.0
1500.0,1932.0,48.0
1500.0,1956.0,48.0
1500.0,1980.0,48.0
1500.0,2004.0,48.0
1500.0,2028.0,48.0
1500.0,2052.0,48.0
1500.0,2076.0,48.0
1500.0,2100.0,48.0
1500.0,2124.0,48.0
1500.0,2148.0,48.0
1500.0,2172.0,48.0
1500.0,2196.0,48.0
1500.0,2220.0,48.0
1500.0,2244.0,48.0
1500.0,2268.0,48.0
1500.0,2292.0,48.0
1500.0,2316.0,48.0
1500.0,2340.0,48.0
1500.0,2364.0,48.0
1500.0,2388.0,48.0
1500.0,2412.0,48.0
1500.0,2436.0,48.0
1500.0,2460.0,48.0
1500.0,2484.0,48.0
1500.0,2508.0,48.0
1500.0,2532.0,48.0
1500.0,2556.0,48.0
1500.0,2580.0,48.0
1500.0,2604.0,48.0
1500.0,2628.0,48.0
1500.0,2652.0,48.0
1500.0,2676.0,48.0
1500.0,2700.0,48.0
1500.0,2724.0,72.0
1500.0,2748.0,72.0
1500.0,2772.0,72.0
1500.0,2796.0,96.0
1500.0,2820.0,96.0
1500.0,2844.0,96.0
1500.0,2868.0,96.0
1500.0,2892.0,120.0
1500.0,2916.0,144.0
1500.0,2940.0,144.0
1500.0,2964.0,168.0
1500.0,2988.0,192.0
1500.0,3012.0,192.0
1500.0,3036.0,192.0
1500.0,3060.0,216.0
1524.0,12.0,240.0
1524.0,36.0,240.0
1524.0,60.0,240.0
1524.0,84.0,240.0
1524.0,108.0,240.0
1524.0,132.0,240.0
1524.0,156.0,240.0
1524.0,180.0,240.0
1524.0,204.0,264.0
1524.0,228.0,264.0
1524.0,252.0,240.0
1524.0,276.0,240.0
1524.0,300.0,240.0
1524.0,324.0,264.0
1524.0,348.0,288.0
1524.0,372.0,288.0
1524.0,396.0,288.0
1524.0,420.0,264.0
1524.0,444.0,264.0
1524.0,468.0,240.0
1524.0,492.0,240.0
1524.0,516.0,240.0
1524.0,540.0,240.0
1524.0,564.0,264.0
1524.0,588.0,240.0
1524.0,612.0,240.0
1524.0,636.0,240.0
1524.0,660.0,216.0
1524.0,684.0,216.0
1524.0,708.0,216.0
1524.0,732.0,192.0
1524.0,756.0,168.0
1524.0,780.0,168.0
1524.0,804.0,168.0
1524.0,828.0,144.0
1524.0,852.0,144.0
1524.0,876.0,120.0
1524.0,900.0,120.0
1524.0,924.0,96.0
1524.0,948.0,96.0
1524.0,972.0,96.0
1524.0,996.0,72.0
1524.0,1020.0,72.0
1524.0,1044.0,72.0
1524.0,1068.0,72.0
1524.0,1092.0,72.0
1524.0,1116.0,72.0
1524.0,1140.0,48.0
1524.0,1164.0,48.0
1524.0,1188.0,48.0
1524.0,1212.0,48.0
1524.0,1236.0,48.0
1524.0,1260.0,48.0
1524.0,1284.0,48.0
1524.0,1308.0,48.0
1524.0,1332.0,24.0
1524.0,1356.0,24.0
1524.0,1380.0,24.0
1524.0,1404.0,24.0
1524.0,1428.0,24.0
1524.0,1452.0,24.0
1524.0,1476.0,24.0
1524.0,1500.0,24.0
1524.0,1524.0,24.0
1524.0,1548.0,24.0
1524.0,1572.0,24.0
1524.0,1596.0,24.0
1524.0,1620.0,24.0
1524.0,1644.0,24.0
1524.0,1668.0,24.0
1524.0,1692.0,24.0
1524.0,1716.0,24.0
1524.0,1740.0,24.0
1524.0,1764.0,24.0
1524.0,1788.0,24.0
1524.0,1812.0,24.0
1524.0,1836.0,48.0
1524.0,1860.0,48.0
1524.0,1884.0,48.0
1524.0,1908.0,48.0
1524.0,1932.0,48.0
1524.0,1956.0,48.0
1524.0,1980.0,48.0
1524.0,2004.0,48.0
1524.0,2028.0,48.0
1524.0,2052.0,48.0
1524.0,2076.0,48.0
1524.0,2100.0,48.0
1524.0,2124.0,48.0
1524.0,2148.0,48.0
1524.0,2172.0,48.0
1524.0,2196.0,48.0
1524.0,2220.0,48.0
1524.0,2244.0,48.0
1524.0,2268.0,48.0
1524.0,2292.0,48.0
1524.0,2316.0,48.0
1524.0,2340.0,48.0
1524.0,2364.0,48.0
1524.0,2388.0,48.0
1524.0,2412.0,48.0
1524.0,2436.0,48.0
1524.0,2460.0,48.0
1524.0,2484.0,48.0
1524.0,2508.0,48.0
1524.0,2532.0,48.0
1524.0,2556.0,48.0
1524.0,2580.0,48.0
1524.0,2604.0,48.0
1524.0,2628.0,48.0
1524.0,2652.0,48.0
1524.0,2676.0,48.0
1524.0,2700.0,48.0
1524.0,2724.0,72.0
1524.0,2748.0,72.0
1524.0,2772.0,72.0
1524.0,2796.0,96.0
1524.0,2820.0,96.0
