156,1404,72
156,1428,72
156,1548,48
156,1740,24
156,1932,24
156,1956,24
156,1980,24
156,2004,24
156,2148,24
156,2220,24
156,2268,48
156,2364,48
156,2388,48
156,2412,48
156,2652,72
156,2844,72
180,1452,72
180,1836,24
180,2268,48
180,2364,48
180,2388,48
180,2412,48
180,2484,48
180,2508,48
180,2532,48
180,2628,72
180,2652,72
180,2724,72
180,2844,72
204,1476,48
204,1692,24
204,1812,24
204,1836,24
204,2052,48
204,2124,24
204,2148,24
204,2172,24
204,2412,48
204,2436,48
204,2460,48
204,2484,48
204,2508,48
204,2532,48
204,2580,72
204,2652,72
204,2724,72
204,2988,96
204,3060,96
228,1428,72
228,1692,24
228,1812,24
228,1836,24
228,1884,24
228,1908,24
228,1980,48
228,2100,24
228,2508,48
228,2772,72
228,2796,72
228,2892,72
228,2988,96
228,3060,96
252,1428,72
252,1500,48
252,1692,24
252,1908,24
252,2100,24
252,2172,24
252,2340,48
252,2412,48
252,2652,72
252,2676,72
252,2700,72
252,2748,72
252,2772,72
252,2796,72
252,2892,72
252,3060,96
276,1644,24
276,1668,24
276,1692,24
276,1812,24
276,1836,24
276,2004,48
276,2172,24
276,2316,48
276,2580,48
276,2676,72
276,2892,72
276,3036,96
276,3060,96
300,1452,72
300,1476,48
300,1548,48
300,1572,48
300,1644,24
300,1668,24
300,1812,24
300,1836,24
300,1908,24
300,2004,48
300,2028,48
300,2052,48
300,2124,24
300,2556,48
300,2580,48
300,2892,72
300,2964,96
300,3012,96
300,3036,96
300,3060,96
324,1380,72
324,1476,48
324,1500,48
324,1596,24
324,1668,24
324,1908,24
324,1932,48
324,2028,48
324,2052,48
324,2196,24
324,2220,24
324,2364,48
324,2388,48
324,2580,72
324,2820,72
324,2892,72
324,2964,96
348,1404,72
348,1452,48
348,1476,48
348,1500,48
348,1596,24
348,1668,24
348,1764,24
348,1908,48
348,2124,48
348,2268,48
348,2292,48
348,2316,48
348,2412,48
348,2508,48
348,2580,72
348,2604,48
348,2676,72
348,2700,72
348,2820,72
348,2892,72
348,2940,96
372,1452,48
372,1476,48
372,1644,24
372,1668,24
372,1860,24
372,1908,48
372,2004,48
372,2028,48
372,2076,48
372,2124,48
372,2196,24
372,2220,24
372,2268,48
372,2292,48
372,2316,48
372,2484,48
372,2580,72
372,2604,48
372,2700,72
372,2796,72
396,1332,96
396,1428,72
396,1596,24
396,1644,24
396,1668,24
396,1836,24
396,1860,24
396,1908,48
396,2004,48
396,2028,48
396,2268,48
396,2460,48
396,2580,72
396,2604,48
396,2892,96
420,1308,96
420,1428,72
420,1572,24
420,1596,24
420,1644,24
420,1980,48
420,2004,48
420,2028,48
420,2100,48
420,2172,48
420,2220,24
420,2364,48
420,2532,48
420,2556,48
420,2580,48
420,2604,48
420,2628,72
420,2700,72
420,2724,96
420,2820,96
420,2892,96
444,1308,96
444,1572,24
444,1644,24
444,1932,48
444,1980,48
444,2004,48
444,2100,48
444,2172,48
444,2532,48
444,2700,72
444,2892,96
444,2940,96
468,1332,72
468,1356,72
468,1572,24
468,1644,24
468,1788,24
468,2004,48
468,2172,48
468,2268,48
468,2292,48
468,2436,48
468,2460,48
468,2508,48
468,2700,72
468,2940,96
492,1476,48
492,1548,48
492,1572,24
492,1644,24
492,1788,24
492,2100,48
492,2172,24
492,2196,24
492,2892,96
492,2940,96
492,3012,96
492,3036,96
516,1284,96
516,1548,24
516,1572,24
516,1644,24
516,1788,24
516,1908,48
516,2076,48
516,2100,48
516,2172,48
516,2268,24
516,2292,24
516,2388,48
516,2412,48
516,2436,48
516,2460,48
516,2484,48
516,2628,48
516,3012,96
540,1308,96
540,1332,72
540,1524,48
540,1548,48
540,1572,24
540,1644,24
540,1884,48
540,2004,48
540,2100,48
540,2244,24
540,2268,24
540,2292,24
540,2388,48
540,2412,48
540,2436,48
540,2460,48
540,2628,48
540,2652,48
540,3012,96
564,1308,96
564,1332,72
564,1620,24
564,2004,48
564,2028,48
564,2268,24
564,2292,24
564,2316,24
564,2556,48
564,2652,48
564,2916,72
564,2964,96
564,3012,96
588,1308,72
588,1332,72
588,1524,48
588,1548,48
588,1620,24
588,1788,24
588,2004,48
588,2028,48
588,2124,48
588,2268,24
588,2292,24
588,2460,24
588,2724,72
588,2796,96
588,3060,120
612,1620,24
612,1644,24
612,1740,24
612,1788,24
612,1956,48
612,2028,48
612,2052,48
612,2076,48
612,2124,24
612,2244,24
612,2268,24
612,2292,24
612,2532,24
612,2724,72
612,2820,96
612,2892,72
612,2940,96
612,3060,120
636,1620,24
636,1644,24
636,1692,24
636,2028,48
636,2052,48
636,2172,24
636,2364,24
636,2388,24
636,2412,24
636,2436,24
636,2460,24
636,2484,24
636,2940,96
636,2964,96
636,3060,96
660,1860,24
660,2340,24
660,2364,24
660,2508,24
660,2916,96
660,2940,96
660,3060,96
684,1284,96
684,1548,24
684,1596,24
684,1668,24
684,1692,24
684,1836,24
684,1860,24
684,2052,24
684,2100,24
684,2244,24
684,2364,24
684,2508,24
684,2844,72
684,2892,96
684,2988,96
684,3060,96
708,1668,24
708,1692,24
708,1812,24
708,1836,24
708,1860,24
708,1932,48
708,1956,48
708,1980,24
708,2052,24
708,2124,24
708,2172,24
708,2364,24
708,2508,24
708,2844,72
708,2964,96
708,2988,96
708,3012,96
708,3036,96
708,3060,96
732,1548,24
732,1596,24
732,1668,24
732,1692,24
732,1836,24
732,1860,24
732,2004,24
732,2052,24
732,2124,24
732,2196,24
732,2364,24
732,2436,24
732,2460,24
732,2484,24
732,2508,24
732,2964,96
732,2988,96
732,3012,96
732,3036,120
732,3060,120
756,1284,72
756,1596,24
756,1644,24
756,1668,24
756,1692,24
756,1884,24
756,2388,24
756,2412,24
756,2436,24
756,2460,24
756,2652,48
756,2868,72
756,2916,96
756,3012,96
756,3036,120
756,3060,120
780,1284,72
780,1524,24
780,1572,24
780,1596,24
780,1644,24
780,1668,24
780,1740,24
780,1764,24
780,1788,24
780,1908,24
780,1980,24
780,2124,24
780,2148,24
780,2196,24
780,2532,24
780,2556,24
780,2772,72
780,3012,96
804,1284,72
804,1404,48
804,1644,24
804,1668,24
804,1716,24
804,1740,24
804,1764,24
804,1788,24
804,1980,24
804,2028,24
804,2100,24
804,2196,24
804,2220,24
804,2748,72
804,2844,72
804,2916,96
828,1284,72
828,1524,24
828,1620,24
828,1644,24
828,1668,24
828,1740,24
828,1764,24
828,1788,24
828,1908,24
828,1980,24
828,2076,24
828,2100,24
828,2196,24
828,2508,24
828,2532,24
828,2556,24
828,2628,48
828,2652,48
828,2796,72
828,2820,72
828,2964,96
828,3012,120
852,1212,96
852,1260,72
852,1356,48
852,1380,48
852,1404,48
852,1572,24
852,1620,24
852,1644,24
852,1668,24
852,1740,24
852,1764,24
852,1980,24
852,2004,24
852,2076,24
852,2100,24
852,2196,24
852,2580,48
852,2604,48
852,2628,48
852,2964,96
876,1212,96
876,1356,48
876,1572,24
876,1620,24
876,1644,24
876,1764,24
876,1908,24
876,1932,24
876,1956,24
876,1980,24
876,2052,24
876,2076,24
876,2100,24
876,2196,24
876,2532,24
876,2604,48
876,2628,48
876,2652,48
876,2724,72
876,2796,72
876,2892,96
876,2916,96
876,2940,96
900,1212,96
900,1332,72
900,1356,48
900,1572,24
900,2028,24
900,2052,24
900,2076,24
900,2100,24
900,2124,24
900,2196,24
900,2484,24
900,2604,48
900,2628,48
900,2652,48
900,2700,72
900,2724,72
900,2748,72
900,2868,96
900,2892,96
900,2916,96
900,3036,144
924,1260,72
924,1356,48
924,1572,24
924,2028,24
924,2052,24
924,2076,24
924,2100,24
924,2124,24
924,2196,24
924,2484,24
924,2508,24
924,2532,24
924,2652,48
924,2676,48
924,2724,72
924,2820,96
924,2844,96
924,2868,96
924,2892,96
948,1260,72
948,1356,48
948,1668,24
948,2028,24
948,2052,24
948,2076,24
948,2100,24
948,2124,24
948,2484,24
948,2508,24
948,2532,24
948,2676,48
948,2724,72
948,2772,72
948,2796,72
948,2820,96
948,2844,96
948,2868,96
948,2892,96
948,2940,120
972,1260,72
972,1284,72
972,1356,48
972,1380,48
972,1548,24
972,1572,24
972,1668,24
972,2076,24
972,2100,24
972,2124,24
972,2196,24
972,2508,24
972,2724,72
972,2796,72
972,2820,96
972,2844,96
972,2868,120
996,1356,48
996,1380,48
996,1548,24
996,1572,24
996,2076,24
996,2100,24
996,2124,24
996,2508,24
996,2604,48
996,2724,72
996,2796,96
996,2964,144
996,3012,144
1020,1356,48
1020,1548,24
1020,1572,24
1020,1596,24
1020,1668,24
1020,1692,24
1020,1956,24
1020,2076,24
1020,2244,24
1020,2268,24
1020,2292,24
1020,2316,24
1020,2676,72
1020,2724,72
1020,2916,144
1020,2940,144
1020,3036,168
1044,1140,96
1044,1164,96
1044,1236,96
1044,1356,48
1044,1548,24
1044,1572,24
1044,1596,24
1044,1692,24
1044,1740,24
1044,2004,24
1044,2028,24
1044,2268,24
1044,2292,24
1044,2316,24
1044,2412,24
1044,2436,24
1044,2580,48
1044,2676,72
1044,2844,144
1068,1212,72
1068,1236,72
1068,1332,48
1068,1548,24
1068,1572,24
1068,1596,24
1068,1740,24
1068,1932,24
1068,1980,24
1068,2004,24
1068,2028,24
1068,2268,24
1068,2292,24
1068,2316,24
1068,2484,48
1068,2580,48
1068,2724,72
1068,2940,168
1068,3060,168
1092,1188,96
1092,1332,48
1092,1884,24
1092,1908,24
1092,2412,24
1092,2436,24
1092,2484,48
1092,2508,48
1092,2532,48
1092,3060,168
1116,1284,72
1116,1332,48
1116,1572,24
1116,1620,24
1116,1884,24
1116,2124,24
1116,2148,24
1116,2172,24
1116,2364,24
1116,2388,24
1116,2412,24
1116,2436,24
1116,2460,48
1116,2484,48
1116,2508,48
1116,2532,48
1116,2556,48
1116,2820,144
1116,2844,144
1116,3036,168
1116,3060,168
1140,1140,96
1140,1188,72
1140,1212,72
1140,1332,48
1140,1356,48
1140,1548,24
1140,1572,24
1140,1788,24
1140,1860,24
1140,1884,24
1140,1980,24
1140,2004,24
1140,2148,24
1140,2172,24
1140,2436,24
1140,2460,48
1140,2484,48
1140,2508,48
1140,2532,48
1140,2556,48
1140,2580,48
1140,2652,72
1140,2700,96
1140,2844,144
1140,2868,168
1140,3060,168
1164,1188,72
1164,1212,72
1164,1236,72
1164,1644,24
1164,1668,24
1164,1692,24
1164,1788,24
1164,2004,24
1164,2172,24
1164,2316,24
1164,2436,24
1164,2460,48
1164,2484,48
1164,2508,48
1164,2532,48
1164,2556,48
1164,2988,168
1164,3060,168
1188,1164,96
1188,1236,72
1188,1284,72
1188,1644,24
1188,1668,24
1188,1692,24
1188,1764,24
1188,1788,24
1188,1836,24
1188,1860,24
1188,2004,24
1188,2244,24
1188,2268,24
1188,2292,24
1188,2316,24
1188,2388,24
1188,2412,24
1188,2436,24
1188,2460,24
1188,2484,48
1188,2508,48
1188,2772,120
1188,2940,168
1188,3036,168
1188,3060,168
1212,1116,96
1212,1284,72
1212,1548,24
1212,1572,24
1212,1644,24
1212,1668,24
1212,1692,24
1212,1716,24
1212,1740,24
1212,1764,24
1212,1788,24
1212,1884,24
1212,2076,24
1212,2244,24
1212,2268,24
1212,2388,24
1212,2412,24
1212,2436,24
1212,2508,48
1212,2772,120
1212,2916,168
1212,2940,168
1212,2964,168
1212,3060,168
1236,1116,96
1236,1620,24
1236,1644,24
1236,1668,24
1236,1692,24
1236,1716,24
1236,1740,24
1236,1764,24
1236,1908,24
1236,1932,24
1236,1956,24
1236,2076,24
1236,2172,24
1236,2316,24
1236,2364,24
1236,2388,24
1236,2412,24
1236,2436,24
1236,2628,72
1236,2652,72
1236,2748,120
1236,2772,120
1236,2868,168
1236,3012,168
1236,3060,168
1260,1236,72
1260,1548,24
1260,1572,24
1260,1596,24
1260,1620,24
1260,1764,24
1260,1836,24
1260,1860,24
1260,1908,24
1260,1932,24
1260,1956,24
1260,2004,24
1260,2124,24
1260,2244,24
1260,2292,24
1260,2412,24
1260,2436,48
1260,2556,48
1260,2628,72
1260,2652,72
1260,2724,120
1260,2748,120
1260,2772,120
1260,2796,120
1260,2868,168
1260,2988,168
1284,1164,72
1284,1212,72
1284,1236,72
1284,1260,72
1284,1332,48
1284,1812,24
1284,1836,24
1284,1908,24
1284,1932,24
1284,1956,24
1284,2052,24
1284,2508,48
1284,2628,72
1284,2724,120
1284,2748,120
1284,2868,168
1308,1212,72
1308,1236,72
1308,1260,48
1308,1308,48
1308,1332,48
1308,1596,24
1308,1620,24
1308,1764,24
1308,1908,24
1308,1932,24
1308,1956,24
1308,1980,24
1308,2004,24
1308,2172,24
1308,2292,24
1308,2364,24
1308,2436,48
1308,2532,48
1308,2604,72
1308,2724,120
1308,2748,120
1308,2820,120
1308,2916,168
1332,1188,72
1332,1308,48
1332,1332,48
1332,1356,48
1332,1380,48
1332,1788,24
1332,1884,24
1332,1908,24
1332,1932,24
1332,1956,24
1332,1980,24
1332,2076,24
1332,2124,24
1332,2220,24
1332,2268,24
1332,2388,24
1332,2412,24
1332,2748,120
1332,2772,120
1332,2796,120
1332,2820,120
1332,2892,168
1356,1236,48
1356,1308,48
1356,1332,48
1356,1356,48
1356,1596,24
1356,1620,24
1356,1692,24
1356,1716,24
1356,1788,24
1356,1956,24
1356,1980,24
1356,2052,24
1356,2076,24
1356,2172,24
1356,2196,24
1356,2532,48
1356,2628,48
1356,2676,96
1356,2748,120
1356,2820,120
1380,1044,96
1380,1116,72
1380,1140,72
1380,1260,48
1380,1308,48
1380,1476,24
1380,1572,24
1380,1596,24
1380,1620,24
1380,1884,24
1380,1956,24
1380,1980,24
1380,2004,24
1380,2028,24
1380,2052,24
1380,2364,48
1380,2436,48
1380,2532,48
1380,2556,48
1380,2580,48
1380,2604,48
1380,2628,48
1380,2820,96
1380,2844,120
1404,1116,72
1404,1140,72
1404,1212,72
1404,1452,24
1404,1476,24
1404,1524,24
1404,1548,24
1404,1572,24
1404,1596,24
1404,1668,24
1404,1740,24
1404,1764,24
1404,2028,24
1404,2052,24
1404,2460,48
1404,2484,48
1404,2532,48
1404,2556,48
1404,2580,48
1404,2604,48
1404,2628,48
1404,2652,48
1404,2676,72
1404,2820,96
1404,2844,120
1428,1044,72
1428,1116,72
1428,1140,72
1428,1452,24
1428,1524,24
1428,1548,24
1428,1572,24
1428,1596,24
1428,1644,24
1428,1668,24
1428,1812,24
1428,1836,24
1428,1908,24
1428,1980,48
1428,2268,24
1428,2292,24
1428,2388,48
1428,2532,48
1428,2556,48
1428,2580,48
1428,2604,48
1428,2628,48
1428,2652,72
1428,2676,72
1452,1164,72
1452,1260,48
1452,1308,48
1452,1332,48
1452,1524,24
1452,1548,24
1452,1572,24
1452,1596,24
1452,1644,24
1452,1668,24
1452,1692,24
1452,1908,48
1452,2004,48
1452,2076,24
1452,2100,24
1452,2388,48
1452,2412,48
1452,2532,48
1452,2556,48
1452,2580,48
1452,2604,48
1452,2628,48
1452,2652,48
1452,2676,72
1452,2700,72
1452,2724,72
1452,2748,72
1452,2772,72
1452,2820,96
1476,1164,48
1476,1188,48
1476,1212,48
1476,1260,48
1476,1332,48
1476,1356,24
1476,1644,24
1476,1668,24
1476,1836,24
1476,1860,24
1476,1884,48
1476,1908,48
1476,2028,48
1476,2076,48
1476,2100,24
1476,2124,24
1476,2148,24
1476,2508,48
1476,2532,48
1476,2556,48
1476,2580,48
1476,2604,48
1476,2628,48
1476,2652,48
1476,2676,48
1476,2700,48
1476,2724,72
1476,2748,72
1476,2772,72
1500,996,96
1500,1020,72
1500,1044,72
1500,1164,48
1500,1188,48
1500,1212,48
1500,1284,48
1500,1332,24
1500,1356,24
1500,1380,24
1500,1428,24
1500,1644,24
1500,1668,24
1500,1740,24
1500,1836,24
1500,1860,48
1500,1884,48
1500,2172,48
1500,2196,48
1500,2292,48
1500,2340,48
1500,2532,48
1500,2556,48
1500,2580,48
1500,2604,48
1500,2628,48
1500,2652,48
1500,2676,48
1500,2700,48
1500,2724,72
1500,2748,72
1500,2772,72
1524,972,96
1524,996,72
1524,1020,72
1524,1116,72
1524,1140,48
1524,1332,24
1524,1356,24
1524,1380,24
1524,1452,24
1524,1740,24
1524,1836,48
1524,1860,48
1524,1932,48
1524,2244,48
1524,2292,48
1524,2340,48
1524,2388,48
1524,2412,48
1524,2436,48
1524,2460,48
1524,2484,48
1524,2532,48
1524,2556,48
1524,2580,48
1524,2604,48
1524,2628,48
1524,2652,48
1524,2676,48
1524,2700,48
1524,2724,72
1524,2748,72
1524,2772,72
1548,996,72
1548,1068,72
1548,1212,48
1548,1332,24
1548,1356,24
1548,1380,24
1548,1452,24
1548,1596,24
1548,1836,48
1548,1860,48
1548,1908,48
1548,1932,48
1548,2052,48
1548,2196,48
1548,2220,48
1548,2340,48
1548,2436,48
1548,2460,48
1548,2484,48
1548,2532,48
1548,2556,48
1572,1092,48
1572,1188,48
1572,1428,24
1572,1572,24
1572,1596,24
1572,1620,24
1572,1644,24
1572,1668,24
1572,1740,24
1572,1908,48
1572,1932,48
1572,1956,48
1572,1980,48
1572,2076,48
1572,2124,48
1572,2148,48
1572,2196,48
1572,2292,48
1572,2604,48
1572,2628,48
1572,2652,48
1572,2724,48
1572,2748,48
1572,2772,48
1596,1044,72
1596,1116,48
1596,1140,48
1596,1476,24
1596,1500,24
1596,1572,24
1596,1596,0
1596,1620,0
1596,1644,24
1596,1764,24
1596,1908,48
1596,1932,48
1596,1956,48
1596,1980,48
1596,2076,48
1596,2148,48
1596,2316,48
1596,2340,48
1596,2604,48
1596,2628,48
1596,2652,48
1596,2676,48
1596,2724,48
1596,2748,48
1596,2772,48
1620,924,72
1620,948,72
1620,972,72
1620,1044,48
1620,1332,24
1620,1380,24
1620,1404,24
1620,1428,24
1620,1548,24
1620,1572,0
1620,1596,0
1620,1620,0
1620,1644,0
1620,1908,48
1620,1932,48
1620,1956,48
1620,1980,48
1620,2028,48
1620,2052,48
1620,2076,48
1620,2196,48
1620,2652,48
1620,2724,48
1620,2748,48
1620,2772,48
1620,2844,96
1644,1020,48
1644,1044,48
1644,1092,48
1644,1164,48
1644,1188,48
1644,1212,24
1644,1284,24
1644,1404,24
1644,1428,24
1644,1476,24
1644,1548,24
1644,1668,0
1644,1692,0
1644,1716,0
1644,1740,24
1644,1764,24
1644,1788,24
1644,1812,24
1644,1836,24
1644,1884,48
1644,1908,48
1644,1932,48
1644,1956,48
1644,1980,48
1644,2292,48
1644,2724,48
1644,2748,48
1644,2772,48
1644,2844,96
1668,1020,48
1668,1164,24
1668,1188,24
1668,1212,24
1668,1356,24
1668,1404,24
1668,1428,24
1668,1476,24
1668,1548,0
1668,1692,24
1668,1716,24
1668,1740,24
1668,1764,24
1668,1908,48
1668,1932,48
1668,1956,48
1668,1980,48
1668,2196,48
1668,2220,48
1668,2244,48
1668,2268,48
1668,2532,48
1668,2652,48
1692,1092,48
1692,1164,24
1692,1188,24
1692,1212,24
1692,1476,24
1692,1524,0
1692,1548,0
1692,1716,24
1692,1740,24
1692,1764,24
1692,1860,48
1692,1932,48
1692,1956,48
1692,1980,48
1692,2052,48
1692,2196,48
1692,2220,48
1716,876,72
1716,1068,48
1716,1164,24
1716,1188,24
1716,1212,24
1716,1236,24
1716,1356,24
1716,1380,24
1716,1404,0
1716,1524,0
1716,1548,0
1716,1716,24
1716,1860,48
1716,1932,48
1716,1956,48
1716,1980,48
1716,2028,48
1716,2052,48
1716,2124,48
1716,2700,48
1716,2844,72
1740,900,72
1740,972,48
1740,1116,24
1740,1164,24
1740,1188,24
1740,1260,24
1740,1404,0
1740,1428,0
1740,1452,0
1740,1548,0
1740,1812,24
1740,1884,48
1740,1932,48
1740,1956,48
1740,2076,48
1740,2628,48
1740,2820,72
1740,2844,72
1764,780,72
1764,804,72
1764,828,72
1764,1092,24
1764,1164,24
1764,1188,24
1764,1260,24
1764,1284,24
1764,1404,0
1764,1428,0
1764,1452,0
1764,1500,24
1764,1812,24
1764,1932,48
1764,2004,48
1764,2076,48
1764,2100,48
1764,2820,72
1764,2844,72
1788,756,72
1788,780,72
1788,900,48
1788,1020,24
1788,1044,24
1788,1140,24
1788,1164,24
1788,1188,24
1788,1212,24
1788,1236,24
1788,1332,0
1788,1524,24
1788,1860,48
1788,2028,48
1788,2052,24
1788,2076,24
1788,2100,48
1788,2772,72
1788,2796,72
1788,2820,72
1788,2844,72
1812,732,72
1812,756,72
1812,828,72
1812,852,48
1812,876,48
1812,1092,24
1812,1140,24
1812,1164,24
1812,1188,24
1812,1212,0
1812,1308,0
1812,1332,0
1812,1380,0
1812,1404,0
1812,1524,24
1812,1668,24
1812,1740,48
1812,1764,48
1812,1788,48
1812,1956,48
1812,2556,24
1812,2580,48
1812,2628,48
1812,2652,48
1812,2676,48
1812,2724,48
1812,2772,72
1812,2796,72
1812,2820,72
1812,2844,72
1836,708,72
1836,732,72
1836,948,24
1836,1044,24
1836,1068,24
1836,1092,24
1836,1164,24
1836,1188,0
1836,1212,0
1836,1284,0
1836,1308,0
1836,1332,0
1836,1380,0
1836,1404,0
1836,1644,24
1836,1668,24
1836,1692,48
1836,1716,48
1836,1740,48
1836,1764,48
1836,1788,48
1836,1860,48
1836,1884,48
1836,2004,48
1836,2436,24
1836,2460,24
1836,2484,24
1836,2628,48
1836,2652,48
1836,2724,48
1836,2796,48
1860,900,48
1860,1044,24
1860,1068,24
1860,1092,24
1860,1116,24
1860,1188,0
1860,1212,0
1860,1236,0
1860,1284,0
1860,1308,0
1860,1332,0
1860,1500,24
1860,1620,24
1860,1644,24
1860,1668,24
1860,1692,48
1860,1716,48
1860,1980,48
1860,2292,0
1860,2388,24
1860,2460,24
1860,2628,48
1860,2652,48
1884,804,48
1884,828,48
1884,996,24
1884,1116,0
1884,1188,0
1884,1212,0
1884,1236,0
1884,1452,0
1884,1476,0
1884,1500,24
1884,1596,24
1884,1620,24
1884,1644,24
1884,1668,24
1884,1692,48
1884,1716,48
1884,2244,0
1884,2268,0
1884,2388,24
1884,2412,24
1884,2652,48
1884,2700,48
1908,612,72
1908,732,48
1908,804,48
1908,828,48
1908,876,24
1908,924,24
1908,1044,0
1908,1116,0
1908,1140,0
1908,1164,0
1908,1188,0
1908,1212,0
1908,1452,0
1908,1596,24
1908,1620,24
1908,1644,24
1908,1668,48
1908,1692,48
1908,2340,0
1908,2532,48
1908,2700,48
1908,2748,48
1908,2772,48
1908,2796,48
1908,2820,48
1932,540,72
1932,564,72
1932,588,72
1932,612,72
1932,804,48
1932,876,24
1932,924,24
1932,996,0
1932,1020,0
1932,1044,0
1932,1068,0
1932,1092,0
1932,1116,0
1932,1140,0
1932,1428,24
1932,1524,24
1932,1572,24
1932,1596,24
1932,1620,24
1932,1644,24
1932,1668,24
1932,1692,48
1932,1836,48
1932,1860,48
1932,2316,0
1932,2340,0
1932,2676,48
1932,2772,48
1956,492,72
1956,516,72
1956,540,72
1956,564,72
1956,756,48
1956,948,0
1956,972,0
1956,996,0
1956,1020,0
1956,1044,0
1956,1068,0
1956,1092,0
1956,1116,0
1956,1308,0
1956,1332,0
1956,1596,24
1956,1620,24
1956,1644,24
1956,1668,24
1956,1740,48
1956,1764,48
1956,1788,48
1956,1812,48
1956,2076,0
1956,2100,0
1956,2124,0
1956,2148,0
1956,2316,0
1956,2340,0
1956,2772,48
1956,2796,48
1980,468,72
1980,492,72
1980,516,72
1980,636,48
1980,660,48
1980,780,24
1980,828,24
1980,996,0
1980,1020,0
1980,1044,0
1980,1068,0
1980,1092,0
1980,1284,0
1980,1308,0
1980,1404,24
1980,1452,24
1980,1596,24
1980,1620,24
1980,1740,48
1980,1764,48
1980,2076,0
1980,2100,0
1980,2124,0
1980,2148,0
1980,2172,0
1980,2244,0
1980,2268,0
1980,2292,0
1980,2316,0
1980,2460,24
1980,2532,48
1980,2580,48
1980,2604,48
1980,2628,48
2004,492,72
2004,660,48
2004,852,24
2004,876,24
2004,900,0
2004,924,0
2004,996,0
2004,1020,0
2004,1044,0
2004,1236,0
2004,1260,0
2004,1284,0
2004,1308,0
2004,1404,24
2004,1476,24
2004,1500,24
2004,1572,24
2004,2028,0
2004,2124,0
2004,2148,0
2004,2172,0
2004,2244,0
2004,2268,0
2004,2292,0
2004,2316,0
2004,2532,48
2004,2580,48
2004,2604,48
2004,2628,48
2004,2652,48
2004,2724,48
2004,2748,48
2004,2796,48
2004,2820,48
2028,660,48
2028,780,24
2028,852,0
2028,876,0
2028,900,0
2028,924,0
2028,948,0
2028,972,0
2028,996,0
2028,1260,0
2028,1404,24
2028,1428,24
2028,1500,24
2028,2004,0
2028,2028,0
2028,2052,0
2028,2148,0
2028,2172,0
2028,2220,0
2028,2244,0
2028,2268,0
2028,2292,0
2028,2316,0
2028,2340,0
2028,2388,24
2028,2412,24
2028,2580,48
2028,2604,48
2028,2724,48
2028,2748,48
2028,2796,48
2028,2820,48
2052,396,72
2052,444,72
2052,732,24
2052,756,24
2052,780,24
2052,804,24
2052,828,24
2052,852,0
2052,876,0
2052,900,0
2052,924,0
2052,948,0
2052,1260,0
2052,1380,24
2052,1404,24
2052,1428,24
2052,1596,0
2052,1716,24
2052,1740,24
2052,1956,0
2052,1980,0
2052,2052,0
2052,2148,0
2052,2244,0
2052,2268,0
2052,2292,0
2052,2316,0
2052,2412,24
2052,2460,24
2052,2556,48
2052,2580,48
2052,2748,48
2052,2796,48
2076,372,72
2076,396,72
2076,540,48
2076,564,24
2076,588,48
2076,660,24
2076,708,24
2076,732,24
2076,756,24
2076,780,0
2076,804,0
2076,828,0
2076,852,0
2076,876,0
2076,900,0
2076,924,0
2076,1164,0
2076,1260,0
2076,1404,24
2076,1572,0
2076,1596,0
2076,1620,0
2076,1644,0
2076,1668,0
2076,1692,0
2076,1860,0
2076,1956,0
2076,1980,0
2076,2148,0
2076,2196,0
2076,2244,0
