time,zu1_xy,y,x,wspeed_10m*_xy
0 days 14:59:59,6.0,1596.0,12.0,0.6467817
0 days 14:59:59,6.0,1596.0,36.0,0.7611203
0 days 14:59:59,6.0,1596.0,60.0,0.98001367
0 days 14:59:59,6.0,1596.0,84.0,1.0539496
0 days 14:59:59,6.0,1596.0,108.0,0.8675032
0 days 14:59:59,6.0,1596.0,132.0,0.63509125
0 days 14:59:59,6.0,1596.0,156.0,0.3667191
0 days 14:59:59,6.0,1596.0,180.0,0.19159973
0 days 14:59:59,6.0,1596.0,204.0,0.70796686
0 days 14:59:59,6.0,1596.0,228.0,0.79268783
0 days 14:59:59,6.0,1596.0,252.0,0.98565924
0 days 14:59:59,6.0,1596.0,276.0,0.7804049
0 days 14:59:59,6.0,1596.0,300.0,0.41310248
0 days 14:59:59,6.0,1596.0,324.0,0.9949698
0 days 14:59:59,6.0,1596.0,348.0,0.70112497
0 days 14:59:59,6.0,1596.0,372.0,0.718042
0 days 14:59:59,6.0,1596.0,396.0,0.53666914
0 days 14:59:59,6.0,1596.0,420.0,0.8745849
0 days 14:59:59,6.0,1596.0,444.0,0.28552398
0 days 14:59:59,6.0,1596.0,468.0,0.9074153
0 days 14:59:59,6.0,1596.0,492.0,0.21414553
0 days 14:59:59,6.0,1596.0,516.0,0.2443445
0 days 14:59:59,6.0,1596.0,540.0,0.17737266
0 days 14:59:59,6.0,1596.0,564.0,0.59026986
0 days 14:59:59,6.0,1596.0,588.0,0.24344674
0 days 14:59:59,6.0,1596.0,612.0,0.4951641
0 days 14:59:59,6.0,1596.0,636.0,0.7601208
0 days 14:59:59,6.0,1596.0,660.0,0.230647
0 days 14:59:59,6.0,1596.0,684.0,0.38628727
0 days 14:59:59,6.0,1596.0,708.0,0.1433566
0 days 14:59:59,6.0,1596.0,732.0,0.19346419
0 days 14:59:59,6.0,1596.0,756.0,0.37744763
0 days 14:59:59,6.0,1596.0,780.0,0.413605
0 days 14:59:59,6.0,1596.0,804.0,0.8401209
0 days 14:59:59,6.0,1596.0,828.0,2.2580457
0 days 14:59:59,6.0,1596.0,852.0,1.3231862
0 days 14:59:59,6.0,1596.0,876.0,0.4425026
0 days 14:59:59,6.0,1596.0,900.0,1.3337243
0 days 14:59:59,6.0,1596.0,924.0,2.1482515
0 days 14:59:59,6.0,1596.0,948.0,0.8977662
0 days 14:59:59,6.0,1596.0,972.0,1.7435164
0 days 14:59:59,6.0,1596.0,996.0,1.9559225
0 days 14:59:59,6.0,1596.0,1020.0,1.6321702
0 days 14:59:59,6.0,1596.0,1044.0,3.0837815
0 days 14:59:59,6.0,1596.0,1068.0,0.27457562
0 days 14:59:59,6.0,1596.0,1092.0,0.43676296
0 days 14:59:59,6.0,1596.0,1116.0,1.6808099
0 days 14:59:59,6.0,1596.0,1140.0,2.0459619
0 days 14:59:59,6.0,1596.0,1164.0,0.96407765
0 days 14:59:59,6.0,1596.0,1188.0,1.2097477
0 days 14:59:59,6.0,1596.0,1212.0,1.3844141
0 days 14:59:59,6.0,1596.0,1236.0,1.5975126
0 days 14:59:59,6.0,1596.0,1260.0,0.35168642
0 days 14:59:59,6.0,1596.0,1284.0,0.77426964
0 days 14:59:59,6.0,1596.0,1308.0,1.0091952
0 days 14:59:59,6.0,1596.0,1332.0,1.1238294
0 days 14:59:59,6.0,1596.0,1356.0,1.3978193
0 days 14:59:59,6.0,1596.0,1380.0,1.2070203
0 days 14:59:59,6.0,1596.0,1404.0,1.2783451
0 days 14:59:59,6.0,1596.0,1428.0,1.2121667
0 days 14:59:59,6.0,1596.0,1452.0,1.3306997
0 days 14:59:59,6.0,1596.0,1476.0,2.9421465
0 days 14:59:59,6.0,1596.0,1500.0,2.9948082
0 days 14:59:59,6.0,1596.0,1524.0,2.024837
0 days 14:59:59,6.0,1596.0,1548.0,1.23094
0 days 14:59:59,6.0,1596.0,1572.0,2.824542
0 days 14:59:59,6.0,1596.0,1596.0,3.0099094
0 days 14:59:59,6.0,1596.0,1620.0,2.8874023
0 days 14:59:59,6.0,1596.0,1644.0,2.9789944
0 days 14:59:59,6.0,1596.0,1668.0,1.1050087
0 days 14:59:59,6.0,1596.0,1692.0,1.9439893
0 days 14:59:59,6.0,1596.0,1716.0,2.1594522
0 days 14:59:59,6.0,1596.0,1740.0,1.3014838
0 days 14:59:59,6.0,1596.0,1764.0,2.8485634
0 days 14:59:59,6.0,1596.0,1788.0,1.6174589
0 days 14:59:59,6.0,1596.0,1812.0,2.609702
0 days 14:59:59,6.0,1596.0,1836.0,1.3217686
0 days 14:59:59,6.0,1596.0,1860.0,1.4144061
0 days 14:59:59,6.0,1596.0,1884.0,1.3142787
0 days 14:59:59,6.0,1596.0,1908.0,2.6215007
0 days 14:59:59,6.0,1596.0,1932.0,2.5861285
0 days 14:59:59,6.0,1596.0,1956.0,2.0025752
0 days 14:59:59,6.0,1596.0,1980.0,2.0852354
0 days 14:59:59,6.0,1596.0,2004.0,2.161834
0 days 14:59:59,6.0,1596.0,2028.0,1.5114902
0 days 14:59:59,6.0,1596.0,2052.0,1.1808751
0 days 14:59:59,6.0,1596.0,2076.0,2.816213
0 days 14:59:59,6.0,1596.0,2100.0,2.1840522
0 days 14:59:59,6.0,1596.0,2124.0,1.3114634
0 days 14:59:59,6.0,1596.0,2148.0,2.9658182
0 days 14:59:59,6.0,1596.0,2172.0,1.533217
0 days 14:59:59,6.0,1596.0,2196.0,1.4077715
0 days 14:59:59,6.0,1596.0,2220.0,1.7748979
0 days 14:59:59,6.0,1596.0,2244.0,2.2441995
0 days 14:59:59,6.0,1596.0,2268.0,2.3622537
0 days 14:59:59,6.0,1596.0,2292.0,1.3793753
0 days 14:59:59,6.0,1596.0,2316.0,3.5925279
0 days 14:59:59,6.0,1596.0,2340.0,3.53851
0 days 14:59:59,6.0,1596.0,2364.0,2.2712739
0 days 14:59:59,6.0,1596.0,2388.0,2.2304022
0 days 14:59:59,6.0,1596.0,2412.0,2.271062
0 days 14:59:59,6.0,1596.0,2436.0,2.1569517
0 days 14:59:59,6.0,1596.0,2460.0,2.143316
0 days 14:59:59,6.0,1596.0,2484.0,2.305832
0 days 14:59:59,6.0,1596.0,2508.0,2.3766782
0 days 14:59:59,6.0,1596.0,2532.0,2.1786344
0 days 14:59:59,6.0,1596.0,2556.0,2.2073908
0 days 14:59:59,6.0,1596.0,2580.0,1.3336086
0 days 14:59:59,6.0,1596.0,2604.0,1.9995459
0 days 14:59:59,6.0,1596.0,2628.0,1.9813085
0 days 14:59:59,6.0,1596.0,2652.0,1.7796385
0 days 14:59:59,6.0,1596.0,2676.0,1.0524707
0 days 14:59:59,6.0,1596.0,2700.0,1.5822362
0 days 14:59:59,6.0,1596.0,2724.0,2.7419617
0 days 14:59:59,6.0,1596.0,2748.0,2.5923002
0 days 14:59:59,6.0,1596.0,2772.0,2.655336
0 days 14:59:59,6.0,1596.0,2796.0,0.5801816
0 days 14:59:59,6.0,1596.0,2820.0,2.4404464
0 days 14:59:59,6.0,1596.0,2844.0,1.9741269
0 days 14:59:59,6.0,1596.0,2868.0,1.1251566
0 days 14:59:59,6.0,1596.0,2892.0,0.98237675
0 days 14:59:59,6.0,1596.0,2916.0,1.2885742
0 days 14:59:59,6.0,1596.0,2940.0,1.7549223
0 days 14:59:59,6.0,1596.0,2964.0,1.3124843
0 days 14:59:59,6.0,1596.0,2988.0,2.3545778
0 days 14:59:59,6.0,1596.0,3012.0,2.1377537
0 days 14:59:59,6.0,1596.0,3036.0,1.440894
0 days 14:59:59,6.0,1596.0,3060.0,2.7877944
0 days 14:59:59,6.0,1620.0,12.0,0.68776995
0 days 14:59:59,6.0,1620.0,36.0,0.7828508
0 days 14:59:59,6.0,1620.0,60.0,1.0205202
0 days 14:59:59,6.0,1620.0,84.0,1.1984245
0 days 14:59:59,6.0,1620.0,108.0,1.133582
0 days 14:59:59,6.0,1620.0,132.0,0.88558936
0 days 14:59:59,6.0,1620.0,156.0,0.62077004
0 days 14:59:59,6.0,1620.0,180.0,0.3627721
0 days 14:59:59,6.0,1620.0,204.0,0.8488035
0 days 14:59:59,6.0,1620.0,228.0,0.7877636
0 days 14:59:59,6.0,1620.0,252.0,0.71376556
0 days 14:59:59,6.0,1620.0,276.0,0.5736948
0 days 14:59:59,6.0,1620.0,300.0,0.23283911
0 days 14:59:59,6.0,1620.0,324.0,1.1467526
0 days 14:59:59,6.0,1620.0,348.0,1.122004
0 days 14:59:59,6.0,1620.0,372.0,1.0402471
0 days 14:59:59,6.0,1620.0,396.0,0.86407524
0 days 14:59:59,6.0,1620.0,420.0,0.88583857
0 days 14:59:59,6.0,1620.0,444.0,0.47751012
0 days 14:59:59,6.0,1620.0,468.0,0.80731785
0 days 14:59:59,6.0,1620.0,492.0,0.38915431
0 days 14:59:59,6.0,1620.0,516.0,0.4373557
0 days 14:59:59,6.0,1620.0,540.0,0.52046525
0 days 14:59:59,6.0,1620.0,564.0,0.6645297
0 days 14:59:59,6.0,1620.0,588.0,0.8384757
0 days 14:59:59,6.0,1620.0,612.0,0.9049092
0 days 14:59:59,6.0,1620.0,636.0,0.21356915
0 days 14:59:59,6.0,1620.0,660.0,0.49207607
0 days 14:59:59,6.0,1620.0,684.0,0.14066973
0 days 14:59:59,6.0,1620.0,708.0,0.3803402
0 days 14:59:59,6.0,1620.0,732.0,0.31947157
0 days 14:59:59,6.0,1620.0,756.0,0.48105007
0 days 14:59:59,6.0,1620.0,780.0,0.5817174
0 days 14:59:59,6.0,1620.0,804.0,1.4743352
0 days 14:59:59,6.0,1620.0,828.0,0.69530797
0 days 14:59:59,6.0,1620.0,852.0,0.33595896
0 days 14:59:59,6.0,1620.0,876.0,1.1176327
0 days 14:59:59,6.0,1620.0,900.0,1.85472
0 days 14:59:59,6.0,1620.0,924.0,1.2512964
0 days 14:59:59,6.0,1620.0,948.0,2.6182845
0 days 14:59:59,6.0,1620.0,972.0,3.2424607
0 days 14:59:59,6.0,1620.0,996.0,1.8522063
0 days 14:59:59,6.0,1620.0,1020.0,1.7873998
0 days 14:59:59,6.0,1620.0,1044.0,0.80224013
0 days 14:59:59,6.0,1620.0,1068.0,1.0911499
0 days 14:59:59,6.0,1620.0,1092.0,1.5612676
0 days 14:59:59,6.0,1620.0,1116.0,1.7461216
0 days 14:59:59,6.0,1620.0,1140.0,1.9113647
0 days 14:59:59,6.0,1620.0,1164.0,1.740094
0 days 14:59:59,6.0,1620.0,1188.0,0.99500006
0 days 14:59:59,6.0,1620.0,1212.0,1.526071
0 days 14:59:59,6.0,1620.0,1236.0,0.22746347
0 days 14:59:59,6.0,1620.0,1260.0,0.6533454
0 days 14:59:59,6.0,1620.0,1284.0,0.6550358
0 days 14:59:59,6.0,1620.0,1308.0,0.6334312
0 days 14:59:59,6.0,1620.0,1332.0,2.0314233
0 days 14:59:59,6.0,1620.0,1356.0,1.4245236
0 days 14:59:59,6.0,1620.0,1380.0,2.6199808
0 days 14:59:59,6.0,1620.0,1404.0,2.7883952
0 days 14:59:59,6.0,1620.0,1428.0,2.8352115
0 days 14:59:59,6.0,1620.0,1452.0,1.4162765
0 days 14:59:59,6.0,1620.0,1476.0,1.1083254
0 days 14:59:59,6.0,1620.0,1500.0,1.253878
0 days 14:59:59,6.0,1620.0,1524.0,1.996468
0 days 14:59:59,6.0,1620.0,1548.0,2.657231
0 days 14:59:59,6.0,1620.0,1572.0,2.9181755
0 days 14:59:59,6.0,1620.0,1596.0,3.0365257
0 days 14:59:59,6.0,1620.0,1620.0,2.928016
0 days 14:59:59,6.0,1620.0,1644.0,3.043832
0 days 14:59:59,6.0,1620.0,1668.0,1.127389
0 days 14:59:59,6.0,1620.0,1692.0,1.4436433
0 days 14:59:59,6.0,1620.0,1716.0,1.6538161
0 days 14:59:59,6.0,1620.0,1740.0,1.6793576
0 days 14:59:59,6.0,1620.0,1764.0,1.5160531
0 days 14:59:59,6.0,1620.0,1788.0,1.2000474
0 days 14:59:59,6.0,1620.0,1812.0,2.757694
0 days 14:59:59,6.0,1620.0,1836.0,1.7233137
0 days 14:59:59,6.0,1620.0,1860.0,1.5299134
0 days 14:59:59,6.0,1620.0,1884.0,1.0771898
0 days 14:59:59,6.0,1620.0,1908.0,2.549757
0 days 14:59:59,6.0,1620.0,1932.0,2.441542
0 days 14:59:59,6.0,1620.0,1956.0,3.4180136
0 days 14:59:59,6.0,1620.0,1980.0,3.2771711
0 days 14:59:59,6.0,1620.0,2004.0,2.1520162
0 days 14:59:59,6.0,1620.0,2028.0,3.0597768
0 days 14:59:59,6.0,1620.0,2052.0,2.9340463
0 days 14:59:59,6.0,1620.0,2076.0,2.8766916
0 days 14:59:59,6.0,1620.0,2100.0,2.0638204
0 days 14:59:59,6.0,1620.0,2124.0,1.7636417
0 days 14:59:59,6.0,1620.0,2148.0,1.1713731
0 days 14:59:59,6.0,1620.0,2172.0,1.3497663
0 days 14:59:59,6.0,1620.0,2196.0,2.7890077
0 days 14:59:59,6.0,1620.0,2220.0,1.8941429
0 days 14:59:59,6.0,1620.0,2244.0,2.2070756
0 days 14:59:59,6.0,1620.0,2268.0,2.1390045
0 days 14:59:59,6.0,1620.0,2292.0,1.640266
0 days 14:59:59,6.0,1620.0,2316.0,1.8152281
0 days 14:59:59,6.0,1620.0,2340.0,1.5806096
0 days 14:59:59,6.0,1620.0,2364.0,2.1864393
0 days 14:59:59,6.0,1620.0,2388.0,2.1748133
0 days 14:59:59,6.0,1620.0,2412.0,2.2264442
0 days 14:59:59,6.0,1620.0,2436.0,2.2149742
0 days 14:59:59,6.0,1620.0,2460.0,2.2320395
0 days 14:59:59,6.0,1620.0,2484.0,2.3932674
0 days 14:59:59,6.0,1620.0,2508.0,2.4873366
0 days 14:59:59,6.0,1620.0,2532.0,2.2829149
0 days 14:59:59,6.0,1620.0,2556.0,2.4050124
0 days 14:59:59,6.0,1620.0,2580.0,2.2263596
0 days 14:59:59,6.0,1620.0,2604.0,1.5569435
0 days 14:59:59,6.0,1620.0,2628.0,0.9862898
0 days 14:59:59,6.0,1620.0,2652.0,2.034543
0 days 14:59:59,6.0,1620.0,2676.0,0.474066
0 days 14:59:59,6.0,1620.0,2700.0,0.22467178
0 days 14:59:59,6.0,1620.0,2724.0,2.77513
0 days 14:59:59,6.0,1620.0,2748.0,2.6268096
0 days 14:59:59,6.0,1620.0,2772.0,2.6738935
0 days 14:59:59,6.0,1620.0,2796.0,0.81504077
0 days 14:59:59,6.0,1620.0,2820.0,1.9691943
0 days 14:59:59,6.0,1620.0,2844.0,2.8757827
0 days 14:59:59,6.0,1620.0,2868.0,1.0208645
0 days 14:59:59,6.0,1620.0,2892.0,1.1008261
0 days 14:59:59,6.0,1620.0,2916.0,1.0200393
0 days 14:59:59,6.0,1620.0,2940.0,1.6750901
0 days 14:59:59,6.0,1620.0,2964.0,1.1679288
0 days 14:59:59,6.0,1620.0,2988.0,1.9318792
0 days 14:59:59,6.0,1620.0,3012.0,1.6951491
0 days 14:59:59,6.0,1620.0,3036.0,0.6468381
0 days 14:59:59,6.0,1620.0,3060.0,2.6754162
0 days 14:59:59,6.0,1644.0,12.0,0.71276015
0 days 14:59:59,6.0,1644.0,36.0,0.77035356
0 days 14:59:59,6.0,1644.0,60.0,0.944124
0 days 14:59:59,6.0,1644.0,84.0,1.172927
0 days 14:59:59,6.0,1644.0,108.0,1.2657777
0 days 14:59:59,6.0,1644.0,132.0,1.0873089
0 days 14:59:59,6.0,1644.0,156.0,0.89139634
0 days 14:59:59,6.0,1644.0,180.0,0.4725881
0 days 14:59:59,6.0,1644.0,204.0,1.0427525
0 days 14:59:59,6.0,1644.0,228.0,0.77422136
0 days 14:59:59,6.0,1644.0,252.0,0.45957062
0 days 14:59:59,6.0,1644.0,276.0,0.2554033
0 days 14:59:59,6.0,1644.0,300.0,1.1672163
0 days 14:59:59,6.0,1644.0,324.0,1.2506552
0 days 14:59:59,6.0,1644.0,348.0,1.282487
0 days 14:59:59,6.0,1644.0,372.0,1.3858509
0 days 14:59:59,6.0,1644.0,396.0,0.50613606
0 days 14:59:59,6.0,1644.0,420.0,0.7253247
0 days 14:59:59,6.0,1644.0,444.0,1.0092651
0 days 14:59:59,6.0,1644.0,468.0,0.33590943
0 days 14:59:59,6.0,1644.0,492.0,0.6338018
0 days 14:59:59,6.0,1644.0,516.0,0.8271729
0 days 14:59:59,6.0,1644.0,540.0,0.82753503
0 days 14:59:59,6.0,1644.0,564.0,0.9268697
0 days 14:59:59,6.0,1644.0,588.0,1.1791253
0 days 14:59:59,6.0,1644.0,612.0,0.22670722
0 days 14:59:59,6.0,1644.0,636.0,0.5316909
0 days 14:59:59,6.0,1644.0,660.0,0.21058547
0 days 14:59:59,6.0,1644.0,684.0,0.40426138
0 days 14:59:59,6.0,1644.0,708.0,0.15844986
0 days 14:59:59,6.0,1644.0,732.0,0.64483106
0 days 14:59:59,6.0,1644.0,756.0,0.17037816
0 days 14:59:59,6.0,1644.0,780.0,0.32017234
0 days 14:59:59,6.0,1644.0,804.0,0.40963387
0 days 14:59:59,6.0,1644.0,828.0,1.6305177
0 days 14:59:59,6.0,1644.0,852.0,0.81484467
0 days 14:59:59,6.0,1644.0,876.0,1.6619403
0 days 14:59:59,6.0,1644.0,900.0,0.43638197
0 days 14:59:59,6.0,1644.0,924.0,1.3232392
0 days 14:59:59,6.0,1644.0,948.0,1.8743271
0 days 14:59:59,6.0,1644.0,972.0,2.101991
0 days 14:59:59,6.0,1644.0,996.0,2.531786
0 days 14:59:59,6.0,1644.0,1020.0,1.0259023
0 days 14:59:59,6.0,1644.0,1044.0,1.7951877
0 days 14:59:59,6.0,1644.0,1068.0,1.1666279
0 days 14:59:59,6.0,1644.0,1092.0,2.4001245
0 days 14:59:59,6.0,1644.0,1116.0,1.3471212
0 days 14:59:59,6.0,1644.0,1140.0,1.2724985
0 days 14:59:59,6.0,1644.0,1164.0,2.0238793
0 days 14:59:59,6.0,1644.0,1188.0,3.0333061
0 days 14:59:59,6.0,1644.0,1212.0,1.7963879
0 days 14:59:59,6.0,1644.0,1236.0,0.4081987
0 days 14:59:59,6.0,1644.0,1260.0,0.6692507
0 days 14:59:59,6.0,1644.0,1284.0,1.7956798
0 days 14:59:59,6.0,1644.0,1308.0,0.90252376
0 days 14:59:59,6.0,1644.0,1332.0,1.1354489
0 days 14:59:59,6.0,1644.0,1356.0,1.1848203
0 days 14:59:59,6.0,1644.0,1380.0,1.066438
0 days 14:59:59,6.0,1644.0,1404.0,2.7865145
0 days 14:59:59,6.0,1644.0,1428.0,2.8736663
0 days 14:59:59,6.0,1644.0,1452.0,1.4803185
0 days 14:59:59,6.0,1644.0,1476.0,2.8346872
0 days 14:59:59,6.0,1644.0,1500.0,1.6366999
0 days 14:59:59,6.0,1644.0,1524.0,1.8337288
0 days 14:59:59,6.0,1644.0,1548.0,2.7949438
0 days 14:59:59,6.0,1644.0,1572.0,0.2650872
0 days 14:59:59,6.0,1644.0,1596.0,0.25644326
0 days 14:59:59,6.0,1644.0,1620.0,0.1656193
0 days 14:59:59,6.0,1644.0,1644.0,1.1379157
0 days 14:59:59,6.0,1644.0,1668.0,3.0131102
0 days 14:59:59,6.0,1644.0,1692.0,2.9956915
0 days 14:59:59,6.0,1644.0,1716.0,2.9915037
0 days 14:59:59,6.0,1644.0,1740.0,2.9701662
0 days 14:59:59,6.0,1644.0,1764.0,3.0992873
0 days 14:59:59,6.0,1644.0,1788.0,2.6112204
0 days 14:59:59,6.0,1644.0,1812.0,1.0140984
0 days 14:59:59,6.0,1644.0,1836.0,0.7278618
0 days 14:59:59,6.0,1644.0,1860.0,1.637515
0 days 14:59:59,6.0,1644.0,1884.0,2.558947
0 days 14:59:59,6.0,1644.0,1908.0,1.9652543
0 days 14:59:59,6.0,1644.0,1932.0,1.8880923
0 days 14:59:59,6.0,1644.0,1956.0,3.505469
0 days 14:59:59,6.0,1644.0,1980.0,3.2870607
0 days 14:59:59,6.0,1644.0,2004.0,1.9838808
0 days 14:59:59,6.0,1644.0,2028.0,1.2857863
0 days 14:59:59,6.0,1644.0,2052.0,1.2892762
0 days 14:59:59,6.0,1644.0,2076.0,1.2925593
0 days 14:59:59,6.0,1644.0,2100.0,1.9970188
0 days 14:59:59,6.0,1644.0,2124.0,1.895829
0 days 14:59:59,6.0,1644.0,2148.0,1.5112561
0 days 14:59:59,6.0,1644.0,2172.0,1.4547544
0 days 14:59:59,6.0,1644.0,2196.0,1.5819467
0 days 14:59:59,6.0,1644.0,2220.0,1.8677992
0 days 14:59:59,6.0,1644.0,2244.0,1.7324953
0 days 14:59:59,6.0,1644.0,2268.0,1.5514991
0 days 14:59:59,6.0,1644.0,2292.0,3.38774
0 days 14:59:59,6.0,1644.0,2316.0,1.9229351
0 days 14:59:59,6.0,1644.0,2340.0,1.9490509
0 days 14:59:59,6.0,1644.0,2364.0,2.1719646
0 days 14:59:59,6.0,1644.0,2388.0,2.1834164
0 days 14:59:59,6.0,1644.0,2412.0,2.215112
0 days 14:59:59,6.0,1644.0,2436.0,2.2141306
0 days 14:59:59,6.0,1644.0,2460.0,2.248216
0 days 14:59:59,6.0,1644.0,2484.0,2.3417287
0 days 14:59:59,6.0,1644.0,2508.0,2.3821266
0 days 14:59:59,6.0,1644.0,2532.0,2.237217
0 days 14:59:59,6.0,1644.0,2556.0,2.4945688
0 days 14:59:59,6.0,1644.0,2580.0,2.552477
0 days 14:59:59,6.0,1644.0,2604.0,2.3321946
0 days 14:59:59,6.0,1644.0,2628.0,2.1205788
0 days 14:59:59,6.0,1644.0,2652.0,2.0288358
0 days 14:59:59,6.0,1644.0,2676.0,1.7553732
0 days 14:59:59,6.0,1644.0,2700.0,0.789476
0 days 14:59:59,6.0,1644.0,2724.0,2.6317296
0 days 14:59:59,6.0,1644.0,2748.0,2.4947653
0 days 14:59:59,6.0,1644.0,2772.0,2.591469
0 days 14:59:59,6.0,1644.0,2796.0,1.1624521
0 days 14:59:59,6.0,1644.0,2820.0,0.28656846
0 days 14:59:59,6.0,1644.0,2844.0,2.8584697
0 days 14:59:59,6.0,1644.0,2868.0,1.0289356
0 days 14:59:59,6.0,1644.0,2892.0,0.24603173
0 days 14:59:59,6.0,1644.0,2916.0,0.6232573
0 days 14:59:59,6.0,1644.0,2940.0,1.5292697
0 days 14:59:59,6.0,1644.0,2964.0,0.9471555
0 days 14:59:59,6.0,1644.0,2988.0,1.6725862
0 days 14:59:59,6.0,1644.0,3012.0,1.179367
0 days 14:59:59,6.0,1644.0,3036.0,2.799317
0 days 14:59:59,6.0,1644.0,3060.0,2.404933
0 days 14:59:59,6.0,1668.0,12.0,0.73531014
0 days 14:59:59,6.0,1668.0,36.0,0.7651871
0 days 14:59:59,6.0,1668.0,60.0,0.29384634
0 days 14:59:59,6.0,1668.0,84.0,0.2669472
0 days 14:59:59,6.0,1668.0,108.0,1.2887137
0 days 14:59:59,6.0,1668.0,132.0,1.0588214
0 days 14:59:59,6.0,1668.0,156.0,0.9379592
0 days 14:59:59,6.0,1668.0,180.0,0.41156062
0 days 14:59:59,6.0,1668.0,204.0,0.9426759
0 days 14:59:59,6.0,1668.0,228.0,0.3788197
0 days 14:59:59,6.0,1668.0,252.0,0.64021116
0 days 14:59:59,6.0,1668.0,276.0,1.0302376
0 days 14:59:59,6.0,1668.0,300.0,1.1633685
0 days 14:59:59,6.0,1668.0,324.0,1.1901635
0 days 14:59:59,6.0,1668.0,348.0,1.2698232
0 days 14:59:59,6.0,1668.0,372.0,1.4163394
0 days 14:59:59,6.0,1668.0,396.0,0.76500076
0 days 14:59:59,6.0,1668.0,420.0,0.9706581
0 days 14:59:59,6.0,1668.0,444.0,0.48646677
0 days 14:59:59,6.0,1668.0,468.0,0.98505366
0 days 14:59:59,6.0,1668.0,492.0,1.0235875
0 days 14:59:59,6.0,1668.0,516.0,0.3067002
0 days 14:59:59,6.0,1668.0,540.0,0.51421773
0 days 14:59:59,6.0,1668.0,564.0,0.71286935
0 days 14:59:59,6.0,1668.0,588.0,0.8323191
0 days 14:59:59,6.0,1668.0,612.0,0.1779549
0 days 14:59:59,6.0,1668.0,636.0,0.28738278
0 days 14:59:59,6.0,1668.0,660.0,0.50567496
0 days 14:59:59,6.0,1668.0,684.0,0.19796662
0 days 14:59:59,6.0,1668.0,708.0,0.50536126
0 days 14:59:59,6.0,1668.0,732.0,0.21175086
0 days 14:59:59,6.0,1668.0,756.0,0.39224866
0 days 14:59:59,6.0,1668.0,780.0,0.43477565
0 days 14:59:59,6.0,1668.0,804.0,1.0815352
0 days 14:59:59,6.0,1668.0,828.0,0.37395135
0 days 14:59:59,6.0,1668.0,852.0,1.3167254
0 days 14:59:59,6.0,1668.0,876.0,2.119877
0 days 14:59:59,6.0,1668.0,900.0,1.1622019
0 days 14:59:59,6.0,1668.0,924.0,2.1743157
0 days 14:59:59,6.0,1668.0,948.0,2.4634924
0 days 14:59:59,6.0,1668.0,972.0,2.6150644
0 days 14:59:59,6.0,1668.0,996.0,2.7025886
0 days 14:59:59,6.0,1668.0,1020.0,1.6876562
0 days 14:59:59,6.0,1668.0,1044.0,1.2864461
0 days 14:59:59,6.0,1668.0,1068.0,1.7865003
0 days 14:59:59,6.0,1668.0,1092.0,1.5338087
0 days 14:59:59,6.0,1668.0,1116.0,1.7581125
0 days 14:59:59,6.0,1668.0,1140.0,1.4093372
0 days 14:59:59,6.0,1668.0,1164.0,0.6245161
0 days 14:59:59,6.0,1668.0,1188.0,0.4627738
0 days 14:59:59,6.0,1668.0,1212.0,2.2669508
0 days 14:59:59,6.0,1668.0,1236.0,0.5095028
0 days 14:59:59,6.0,1668.0,1260.0,0.87791634
0 days 14:59:59,6.0,1668.0,1284.0,0.9361584
0 days 14:59:59,6.0,1668.0,1308.0,1.3210801
0 days 14:59:59,6.0,1668.0,1332.0,1.3075645
0 days 14:59:59,6.0,1668.0,1356.0,2.563887
0 days 14:59:59,6.0,1668.0,1380.0,1.2649454
0 days 14:59:59,6.0,1668.0,1404.0,2.800586
0 days 14:59:59,6.0,1668.0,1428.0,2.9208257
0 days 14:59:59,6.0,1668.0,1452.0,1.6394907
0 days 14:59:59,6.0,1668.0,1476.0,2.7749047
0 days 14:59:59,6.0,1668.0,1500.0,1.9206774
0 days 14:59:59,6.0,1668.0,1524.0,1.3366926
0 days 14:59:59,6.0,1668.0,1548.0,2.9495974
0 days 14:59:59,6.0,1668.0,1572.0,0.52098626
0 days 14:59:59,6.0,1668.0,1596.0,0.34065226
0 days 14:59:59,6.0,1668.0,1620.0,0.2448991
0 days 14:59:59,6.0,1668.0,1644.0,0.27922073
0 days 14:59:59,6.0,1668.0,1668.0,1.1861681
0 days 14:59:59,6.0,1668.0,1692.0,2.8199403
0 days 14:59:59,6.0,1668.0,1716.0,2.8354208
0 days 14:59:59,6.0,1668.0,1740.0,2.842133
0 days 14:59:59,6.0,1668.0,1764.0,3.0767877
0 days 14:59:59,6.0,1668.0,1788.0,1.0407618
0 days 14:59:59,6.0,1668.0,1812.0,0.3802294
0 days 14:59:59,6.0,1668.0,1836.0,0.3224745
0 days 14:59:59,6.0,1668.0,1860.0,1.6522886
0 days 14:59:59,6.0,1668.0,1884.0,1.2441366
0 days 14:59:59,6.0,1668.0,1908.0,3.394602
0 days 14:59:59,6.0,1668.0,1932.0,3.524048
0 days 14:59:59,6.0,1668.0,1956.0,3.4676921
0 days 14:59:59,6.0,1668.0,1980.0,3.3187962
0 days 14:59:59,6.0,1668.0,2004.0,1.8537956
0 days 14:59:59,6.0,1668.0,2028.0,1.5659109
0 days 14:59:59,6.0,1668.0,2052.0,1.44449
0 days 14:59:59,6.0,1668.0,2076.0,1.6744323
0 days 14:59:59,6.0,1668.0,2100.0,2.083004
0 days 14:59:59,6.0,1668.0,2124.0,1.8843217
