time,zu1_xy,y,x,rad_net*_xy
0 days 20:59:59,6.0,300.0,2460.0,-73.449486
0 days 20:59:59,6.0,300.0,2484.0,-71.20253
0 days 20:59:59,6.0,300.0,2508.0,-68.105865
0 days 20:59:59,6.0,300.0,2532.0,-57.37719
0 days 20:59:59,6.0,300.0,2556.0,-67.27379
0 days 20:59:59,6.0,300.0,2580.0,-67.53632
0 days 20:59:59,6.0,300.0,2604.0,-50.199844
0 days 20:59:59,6.0,300.0,2628.0,-57.45064
0 days 20:59:59,6.0,300.0,2652.0,-49.070957
0 days 20:59:59,6.0,300.0,2676.0,-73.72744
0 days 20:59:59,6.0,300.0,2700.0,-74.34694
0 days 20:59:59,6.0,300.0,2724.0,-70.42945
0 days 20:59:59,6.0,300.0,2748.0,-41.027054
0 days 20:59:59,6.0,300.0,2772.0,-40.33493
0 days 20:59:59,6.0,300.0,2796.0,-80.91038
0 days 20:59:59,6.0,300.0,2820.0,-71.39936
0 days 20:59:59,6.0,300.0,2844.0,-73.038376
0 days 20:59:59,6.0,300.0,2868.0,-67.37895
0 days 20:59:59,6.0,300.0,2892.0,-136.95897
0 days 20:59:59,6.0,300.0,2916.0,-77.72843
0 days 20:59:59,6.0,300.0,2940.0,-70.57161
0 days 20:59:59,6.0,300.0,2964.0,-122.15307
0 days 20:59:59,6.0,300.0,2988.0,-63.757545
0 days 20:59:59,6.0,300.0,3012.0,-122.63775
0 days 20:59:59,6.0,300.0,3036.0,-123.27373
0 days 20:59:59,6.0,300.0,3060.0,-123.0728
0 days 20:59:59,6.0,324.0,12.0,-48.103027
0 days 20:59:59,6.0,324.0,36.0,-38.000164
0 days 20:59:59,6.0,324.0,60.0,-33.211746
0 days 20:59:59,6.0,324.0,84.0,-52.01255
0 days 20:59:59,6.0,324.0,108.0,-40.885014
0 days 20:59:59,6.0,324.0,132.0,-54.222023
0 days 20:59:59,6.0,324.0,156.0,-48.52567
0 days 20:59:59,6.0,324.0,180.0,-33.370605
0 days 20:59:59,6.0,324.0,204.0,-49.157482
0 days 20:59:59,6.0,324.0,228.0,-33.739933
0 days 20:59:59,6.0,324.0,252.0,-49.774426
0 days 20:59:59,6.0,324.0,276.0,-39.230545
0 days 20:59:59,6.0,324.0,300.0,-28.726204
0 days 20:59:59,6.0,324.0,324.0,-33.512012
0 days 20:59:59,6.0,324.0,348.0,-33.028046
0 days 20:59:59,6.0,324.0,372.0,-44.08369
0 days 20:59:59,6.0,324.0,396.0,-49.703476
0 days 20:59:59,6.0,324.0,420.0,-50.81028
0 days 20:59:59,6.0,324.0,444.0,-51.449284
0 days 20:59:59,6.0,324.0,468.0,-52.02677
0 days 20:59:59,6.0,324.0,492.0,-52.362972
0 days 20:59:59,6.0,324.0,516.0,-52.583206
0 days 20:59:59,6.0,324.0,540.0,-16.534515
0 days 20:59:59,6.0,324.0,564.0,-27.235853
0 days 20:59:59,6.0,324.0,588.0,-42.938343
0 days 20:59:59,6.0,324.0,612.0,-49.624783
0 days 20:59:59,6.0,324.0,636.0,-51.265575
0 days 20:59:59,6.0,324.0,660.0,-52.17857
0 days 20:59:59,6.0,324.0,684.0,-52.608242
0 days 20:59:59,6.0,324.0,708.0,-35.494465
0 days 20:59:59,6.0,324.0,732.0,-47.04015
0 days 20:59:59,6.0,324.0,756.0,-33.360954
0 days 20:59:59,6.0,324.0,780.0,-45.46085
0 days 20:59:59,6.0,324.0,804.0,-48.599876
0 days 20:59:59,6.0,324.0,828.0,-31.629652
0 days 20:59:59,6.0,324.0,852.0,-43.111248
0 days 20:59:59,6.0,324.0,876.0,-44.114075
0 days 20:59:59,6.0,324.0,900.0,-39.919907
0 days 20:59:59,6.0,324.0,924.0,-45.431004
0 days 20:59:59,6.0,324.0,948.0,-37.914867
0 days 20:59:59,6.0,324.0,972.0,-49.773537
0 days 20:59:59,6.0,324.0,996.0,-36.295715
0 days 20:59:59,6.0,324.0,1020.0,-50.771816
0 days 20:59:59,6.0,324.0,1044.0,-36.3002
0 days 20:59:59,6.0,324.0,1068.0,-27.20406
0 days 20:59:59,6.0,324.0,1092.0,-42.78359
0 days 20:59:59,6.0,324.0,1116.0,-28.3815
0 days 20:59:59,6.0,324.0,1140.0,-26.261267
0 days 20:59:59,6.0,324.0,1164.0,-43.17296
0 days 20:59:59,6.0,324.0,1188.0,-51.54856
0 days 20:59:59,6.0,324.0,1212.0,-39.23205
0 days 20:59:59,6.0,324.0,1236.0,-51.65648
0 days 20:59:59,6.0,324.0,1260.0,-39.975822
0 days 20:59:59,6.0,324.0,1284.0,-37.063484
0 days 20:59:59,6.0,324.0,1308.0,-52.36458
0 days 20:59:59,6.0,324.0,1332.0,-64.61555
0 days 20:59:59,6.0,324.0,1356.0,-44.695633
0 days 20:59:59,6.0,324.0,1380.0,-50.699257
0 days 20:59:59,6.0,324.0,1404.0,-61.453777
0 days 20:59:59,6.0,324.0,1428.0,-67.789085
0 days 20:59:59,6.0,324.0,1452.0,-67.46549
0 days 20:59:59,6.0,324.0,1476.0,-77.950874
0 days 20:59:59,6.0,324.0,1500.0,-99.12329
0 days 20:59:59,6.0,324.0,1524.0,-62.633457
0 days 20:59:59,6.0,324.0,1548.0,-78.584335
0 days 20:59:59,6.0,324.0,1572.0,-68.28592
0 days 20:59:59,6.0,324.0,1596.0,-44.308075
0 days 20:59:59,6.0,324.0,1620.0,-69.04536
0 days 20:59:59,6.0,324.0,1644.0,-59.88429
0 days 20:59:59,6.0,324.0,1668.0,-102.72266
0 days 20:59:59,6.0,324.0,1692.0,-63.871292
0 days 20:59:59,6.0,324.0,1716.0,-71.6602
0 days 20:59:59,6.0,324.0,1740.0,-70.70259
0 days 20:59:59,6.0,324.0,1764.0,-70.08542
0 days 20:59:59,6.0,324.0,1788.0,-70.49214
0 days 20:59:59,6.0,324.0,1812.0,-68.02428
0 days 20:59:59,6.0,324.0,1836.0,-65.75735
0 days 20:59:59,6.0,324.0,1860.0,-63.625328
0 days 20:59:59,6.0,324.0,1884.0,-62.91227
0 days 20:59:59,6.0,324.0,1908.0,-106.75581
0 days 20:59:59,6.0,324.0,1932.0,-108.54553
0 days 20:59:59,6.0,324.0,1956.0,-64.657585
0 days 20:59:59,6.0,324.0,1980.0,-72.88065
0 days 20:59:59,6.0,324.0,2004.0,-66.49555
0 days 20:59:59,6.0,324.0,2028.0,-60.265507
0 days 20:59:59,6.0,324.0,2052.0,-60.378323
0 days 20:59:59,6.0,324.0,2076.0,-64.11697
0 days 20:59:59,6.0,324.0,2100.0,-46.693516
0 days 20:59:59,6.0,324.0,2124.0,-63.00666
0 days 20:59:59,6.0,324.0,2148.0,-73.66064
0 days 20:59:59,6.0,324.0,2172.0,-60.527626
0 days 20:59:59,6.0,324.0,2196.0,-57.261192
0 days 20:59:59,6.0,324.0,2220.0,-59.351654
0 days 20:59:59,6.0,324.0,2244.0,-75.76716
0 days 20:59:59,6.0,324.0,2268.0,-75.4207
0 days 20:59:59,6.0,324.0,2292.0,-73.16715
0 days 20:59:59,6.0,324.0,2316.0,-72.90384
0 days 20:59:59,6.0,324.0,2340.0,-65.55079
0 days 20:59:59,6.0,324.0,2364.0,-131.14485
0 days 20:59:59,6.0,324.0,2388.0,-128.83934
0 days 20:59:59,6.0,324.0,2412.0,-60.88428
0 days 20:59:59,6.0,324.0,2436.0,-71.93565
0 days 20:59:59,6.0,324.0,2460.0,-70.47196
0 days 20:59:59,6.0,324.0,2484.0,-67.90488
0 days 20:59:59,6.0,324.0,2508.0,-60.141216
0 days 20:59:59,6.0,324.0,2532.0,-73.02474
0 days 20:59:59,6.0,324.0,2556.0,-64.34594
0 days 20:59:59,6.0,324.0,2580.0,-116.72202
0 days 20:59:59,6.0,324.0,2604.0,-43.925713
0 days 20:59:59,6.0,324.0,2628.0,-50.932514
0 days 20:59:59,6.0,324.0,2652.0,-53.956703
0 days 20:59:59,6.0,324.0,2676.0,-85.71639
0 days 20:59:59,6.0,324.0,2700.0,-64.22521
0 days 20:59:59,6.0,324.0,2724.0,-77.96608
0 days 20:59:59,6.0,324.0,2748.0,-59.14649
0 days 20:59:59,6.0,324.0,2772.0,-59.12939
0 days 20:59:59,6.0,324.0,2796.0,-78.431175
0 days 20:59:59,6.0,324.0,2820.0,-48.222767
0 days 20:59:59,6.0,324.0,2844.0,-61.806812
0 days 20:59:59,6.0,324.0,2868.0,-64.44751
0 days 20:59:59,6.0,324.0,2892.0,-140.16162
0 days 20:59:59,6.0,324.0,2916.0,-77.18972
0 days 20:59:59,6.0,324.0,2940.0,-69.49505
0 days 20:59:59,6.0,324.0,2964.0,-122.502014
0 days 20:59:59,6.0,324.0,2988.0,-72.31645
0 days 20:59:59,6.0,324.0,3012.0,-51.080956
0 days 20:59:59,6.0,324.0,3036.0,-51.23564
0 days 20:59:59,6.0,324.0,3060.0,-52.359276
0 days 20:59:59,6.0,348.0,12.0,-51.978634
0 days 20:59:59,6.0,348.0,36.0,-47.285183
0 days 20:59:59,6.0,348.0,60.0,-32.370728
0 days 20:59:59,6.0,348.0,84.0,-38.615673
0 days 20:59:59,6.0,348.0,108.0,-29.002415
0 days 20:59:59,6.0,348.0,132.0,-33.211266
0 days 20:59:59,6.0,348.0,156.0,-54.287342
0 days 20:59:59,6.0,348.0,180.0,-49.29541
0 days 20:59:59,6.0,348.0,204.0,-33.55611
0 days 20:59:59,6.0,348.0,228.0,-49.98565
0 days 20:59:59,6.0,348.0,252.0,-39.670742
0 days 20:59:59,6.0,348.0,276.0,-33.71949
0 days 20:59:59,6.0,348.0,300.0,-26.740433
0 days 20:59:59,6.0,348.0,324.0,-49.998367
0 days 20:59:59,6.0,348.0,348.0,-50.02953
0 days 20:59:59,6.0,348.0,372.0,-50.643257
0 days 20:59:59,6.0,348.0,396.0,-51.308903
0 days 20:59:59,6.0,348.0,420.0,-51.702408
0 days 20:59:59,6.0,348.0,444.0,-52.141285
0 days 20:59:59,6.0,348.0,468.0,-52.32496
0 days 20:59:59,6.0,348.0,492.0,-17.219109
0 days 20:59:59,6.0,348.0,516.0,-26.97302
0 days 20:59:59,6.0,348.0,540.0,-41.506023
0 days 20:59:59,6.0,348.0,564.0,-49.002316
0 days 20:59:59,6.0,348.0,588.0,-50.407127
0 days 20:59:59,6.0,348.0,612.0,-51.439472
0 days 20:59:59,6.0,348.0,636.0,-52.075966
0 days 20:59:59,6.0,348.0,660.0,-52.59468
0 days 20:59:59,6.0,348.0,684.0,-19.533998
0 days 20:59:59,6.0,348.0,708.0,-40.733425
0 days 20:59:59,6.0,348.0,732.0,-48.723675
0 days 20:59:59,6.0,348.0,756.0,-33.34781
0 days 20:59:59,6.0,348.0,780.0,-45.59105
0 days 20:59:59,6.0,348.0,804.0,-48.583008
0 days 20:59:59,6.0,348.0,828.0,-31.10111
0 days 20:59:59,6.0,348.0,852.0,-41.172123
0 days 20:59:59,6.0,348.0,876.0,-35.068016
0 days 20:59:59,6.0,348.0,900.0,-51.23411
0 days 20:59:59,6.0,348.0,924.0,-35.675755
0 days 20:59:59,6.0,348.0,948.0,-36.585037
0 days 20:59:59,6.0,348.0,972.0,-48.84474
0 days 20:59:59,6.0,348.0,996.0,-37.094868
0 days 20:59:59,6.0,348.0,1020.0,-52.25863
0 days 20:59:59,6.0,348.0,1044.0,-36.957542
0 days 20:59:59,6.0,348.0,1068.0,-35.917816
0 days 20:59:59,6.0,348.0,1092.0,-25.85736
0 days 20:59:59,6.0,348.0,1116.0,-41.296906
0 days 20:59:59,6.0,348.0,1140.0,-34.672035
0 days 20:59:59,6.0,348.0,1164.0,-47.02237
0 days 20:59:59,6.0,348.0,1188.0,-27.062634
0 days 20:59:59,6.0,348.0,1212.0,-46.34242
0 days 20:59:59,6.0,348.0,1236.0,-27.186083
0 days 20:59:59,6.0,348.0,1260.0,-47.347904
0 days 20:59:59,6.0,348.0,1284.0,-37.44074
0 days 20:59:59,6.0,348.0,1308.0,-52.323936
0 days 20:59:59,6.0,348.0,1332.0,-64.54471
0 days 20:59:59,6.0,348.0,1356.0,-51.68802
0 days 20:59:59,6.0,348.0,1380.0,-55.569633
0 days 20:59:59,6.0,348.0,1404.0,-51.134373
0 days 20:59:59,6.0,348.0,1428.0,-64.53396
0 days 20:59:59,6.0,348.0,1452.0,-95.14653
0 days 20:59:59,6.0,348.0,1476.0,-100.58547
0 days 20:59:59,6.0,348.0,1500.0,-99.303696
0 days 20:59:59,6.0,348.0,1524.0,-63.878986
0 days 20:59:59,6.0,348.0,1548.0,-70.956245
0 days 20:59:59,6.0,348.0,1572.0,-71.30529
0 days 20:59:59,6.0,348.0,1596.0,-43.902744
0 days 20:59:59,6.0,348.0,1620.0,-67.40422
0 days 20:59:59,6.0,348.0,1644.0,-62.478508
0 days 20:59:59,6.0,348.0,1668.0,-102.48403
0 days 20:59:59,6.0,348.0,1692.0,-63.638134
0 days 20:59:59,6.0,348.0,1716.0,-76.244385
0 days 20:59:59,6.0,348.0,1740.0,-64.29182
0 days 20:59:59,6.0,348.0,1764.0,-103.00188
0 days 20:59:59,6.0,348.0,1788.0,-63.474358
0 days 20:59:59,6.0,348.0,1812.0,-71.47159
0 days 20:59:59,6.0,348.0,1836.0,-69.072945
0 days 20:59:59,6.0,348.0,1860.0,-72.1775
0 days 20:59:59,6.0,348.0,1884.0,-50.080387
0 days 20:59:59,6.0,348.0,1908.0,-107.08337
0 days 20:59:59,6.0,348.0,1932.0,-61.761414
0 days 20:59:59,6.0,348.0,1956.0,-72.897545
0 days 20:59:59,6.0,348.0,1980.0,-74.5028
0 days 20:59:59,6.0,348.0,2004.0,-84.98832
0 days 20:59:59,6.0,348.0,2028.0,-68.10799
0 days 20:59:59,6.0,348.0,2052.0,-69.79022
0 days 20:59:59,6.0,348.0,2076.0,-71.79858
0 days 20:59:59,6.0,348.0,2100.0,-74.10923
0 days 20:59:59,6.0,348.0,2124.0,-64.93807
0 days 20:59:59,6.0,348.0,2148.0,-63.64873
0 days 20:59:59,6.0,348.0,2172.0,-74.07304
0 days 20:59:59,6.0,348.0,2196.0,-76.40891
0 days 20:59:59,6.0,348.0,2220.0,-75.90994
0 days 20:59:59,6.0,348.0,2244.0,-68.817375
0 days 20:59:59,6.0,348.0,2268.0,-115.47075
0 days 20:59:59,6.0,348.0,2292.0,-116.14094
0 days 20:59:59,6.0,348.0,2316.0,-116.452805
0 days 20:59:59,6.0,348.0,2340.0,-51.211693
0 days 20:59:59,6.0,348.0,2364.0,-76.21187
0 days 20:59:59,6.0,348.0,2388.0,-76.40701
0 days 20:59:59,6.0,348.0,2412.0,-95.538994
0 days 20:59:59,6.0,348.0,2436.0,-60.43501
0 days 20:59:59,6.0,348.0,2460.0,-64.06531
0 days 20:59:59,6.0,348.0,2484.0,-57.327335
0 days 20:59:59,6.0,348.0,2508.0,-66.37285
0 days 20:59:59,6.0,348.0,2532.0,-64.32984
0 days 20:59:59,6.0,348.0,2556.0,-66.62477
0 days 20:59:59,6.0,348.0,2580.0,-115.4598
0 days 20:59:59,6.0,348.0,2604.0,-71.21955
0 days 20:59:59,6.0,348.0,2628.0,-74.941185
0 days 20:59:59,6.0,348.0,2652.0,-69.853294
0 days 20:59:59,6.0,348.0,2676.0,-118.56126
0 days 20:59:59,6.0,348.0,2700.0,-71.86435
0 days 20:59:59,6.0,348.0,2724.0,-78.3651
0 days 20:59:59,6.0,348.0,2748.0,-58.97817
0 days 20:59:59,6.0,348.0,2772.0,-59.062183
0 days 20:59:59,6.0,348.0,2796.0,-78.30705
0 days 20:59:59,6.0,348.0,2820.0,-44.921165
0 days 20:59:59,6.0,348.0,2844.0,-59.132122
0 days 20:59:59,6.0,348.0,2868.0,-62.049725
0 days 20:59:59,6.0,348.0,2892.0,-143.47745
0 days 20:59:59,6.0,348.0,2916.0,-71.0685
0 days 20:59:59,6.0,348.0,2940.0,-121.76045
0 days 20:59:59,6.0,348.0,2964.0,-63.391434
0 days 20:59:59,6.0,348.0,2988.0,-86.65063
0 days 20:59:59,6.0,348.0,3012.0,-56.783394
0 days 20:59:59,6.0,348.0,3036.0,-56.707905
0 days 20:59:59,6.0,348.0,3060.0,-57.504395
0 days 20:59:59,6.0,372.0,12.0,-54.62234
0 days 20:59:59,6.0,372.0,36.0,-52.34081
0 days 20:59:59,6.0,372.0,60.0,-47.258648
0 days 20:59:59,6.0,372.0,84.0,-33.297462
0 days 20:59:59,6.0,372.0,108.0,-46.725006
0 days 20:59:59,6.0,372.0,132.0,-32.24799
0 days 20:59:59,6.0,372.0,156.0,-39.76262
0 days 20:59:59,6.0,372.0,180.0,-30.007847
0 days 20:59:59,6.0,372.0,204.0,-49.419724
0 days 20:59:59,6.0,372.0,228.0,-33.594643
0 days 20:59:59,6.0,372.0,252.0,-52.162846
0 days 20:59:59,6.0,372.0,276.0,-47.958866
0 days 20:59:59,6.0,372.0,300.0,-38.925396
0 days 20:59:59,6.0,372.0,324.0,-24.779652
0 days 20:59:59,6.0,372.0,348.0,-51.661686
0 days 20:59:59,6.0,372.0,372.0,-51.78508
0 days 20:59:59,6.0,372.0,396.0,-52.080227
0 days 20:59:59,6.0,372.0,420.0,-52.248913
0 days 20:59:59,6.0,372.0,444.0,-15.390208
0 days 20:59:59,6.0,372.0,468.0,-26.519634
0 days 20:59:59,6.0,372.0,492.0,-40.872463
0 days 20:59:59,6.0,372.0,516.0,-48.505424
0 days 20:59:59,6.0,372.0,540.0,-50.21531
0 days 20:59:59,6.0,372.0,564.0,-51.312454
0 days 20:59:59,6.0,372.0,588.0,-51.64948
0 days 20:59:59,6.0,372.0,612.0,-52.28378
0 days 20:59:59,6.0,372.0,636.0,-52.535225
0 days 20:59:59,6.0,372.0,660.0,-52.770977
0 days 20:59:59,6.0,372.0,684.0,-33.717228
0 days 20:59:59,6.0,372.0,708.0,-46.161736
0 days 20:59:59,6.0,372.0,732.0,-57.839912
0 days 20:59:59,6.0,372.0,756.0,-43.51838
0 days 20:59:59,6.0,372.0,780.0,-55.291748
0 days 20:59:59,6.0,372.0,804.0,-57.61146
0 days 20:59:59,6.0,372.0,828.0,-38.76264
0 days 20:59:59,6.0,372.0,852.0,-49.576168
0 days 20:59:59,6.0,372.0,876.0,-34.333374
0 days 20:59:59,6.0,372.0,900.0,-51.429726
0 days 20:59:59,6.0,372.0,924.0,-42.666054
0 days 20:59:59,6.0,372.0,948.0,-29.860327
0 days 20:59:59,6.0,372.0,972.0,-46.29007
0 days 20:59:59,6.0,372.0,996.0,-37.322285
0 days 20:59:59,6.0,372.0,1020.0,-52.32361
0 days 20:59:59,6.0,372.0,1044.0,-37.106915
0 days 20:59:59,6.0,372.0,1068.0,-36.79999
0 days 20:59:59,6.0,372.0,1092.0,-27.968958
0 days 20:59:59,6.0,372.0,1116.0,-43.218403
0 days 20:59:59,6.0,372.0,1140.0,-36.48103
0 days 20:59:59,6.0,372.0,1164.0,-48.1785
0 days 20:59:59,6.0,372.0,1188.0,-35.901993
0 days 20:59:59,6.0,372.0,1212.0,-49.306847
0 days 20:59:59,6.0,372.0,1236.0,-36.01147
0 days 20:59:59,6.0,372.0,1260.0,-49.387466
0 days 20:59:59,6.0,372.0,1284.0,-38.117786
0 days 20:59:59,6.0,372.0,1308.0,-47.276176
0 days 20:59:59,6.0,372.0,1332.0,-61.242733
0 days 20:59:59,6.0,372.0,1356.0,-53.237404
0 days 20:59:59,6.0,372.0,1380.0,-64.90492
0 days 20:59:59,6.0,372.0,1404.0,-63.82064
0 days 20:59:59,6.0,372.0,1428.0,-66.52747
0 days 20:59:59,6.0,372.0,1452.0,-91.74152
0 days 20:59:59,6.0,372.0,1476.0,-100.90626
0 days 20:59:59,6.0,372.0,1500.0,-61.558056
0 days 20:59:59,6.0,372.0,1524.0,-69.91885
0 days 20:59:59,6.0,372.0,1548.0,-70.98093
0 days 20:59:59,6.0,372.0,1572.0,-81.07464
0 days 20:59:59,6.0,372.0,1596.0,-71.44657
0 days 20:59:59,6.0,372.0,1620.0,-55.028015
0 days 20:59:59,6.0,372.0,1644.0,-103.14487
0 days 20:59:59,6.0,372.0,1668.0,-101.97045
0 days 20:59:59,6.0,372.0,1692.0,-63.465164
0 days 20:59:59,6.0,372.0,1716.0,-76.53183
0 days 20:59:59,6.0,372.0,1740.0,-70.67669
0 days 20:59:59,6.0,372.0,1764.0,-74.486824
0 days 20:59:59,6.0,372.0,1788.0,-80.28364
0 days 20:59:59,6.0,372.0,1812.0,-70.768036
0 days 20:59:59,6.0,372.0,1836.0,-64.73525
0 days 20:59:59,6.0,372.0,1860.0,-114.15827
0 days 20:59:59,6.0,372.0,1884.0,-64.55102
0 days 20:59:59,6.0,372.0,1908.0,-107.43352
0 days 20:59:59,6.0,372.0,1932.0,-64.47739
0 days 20:59:59,6.0,372.0,1956.0,-73.51537
0 days 20:59:59,6.0,372.0,1980.0,-68.85236
0 days 20:59:59,6.0,372.0,2004.0,-110.59268
0 days 20:59:59,6.0,372.0,2028.0,-60.453133
0 days 20:59:59,6.0,372.0,2052.0,-55.700348
0 days 20:59:59,6.0,372.0,2076.0,-111.156906
0 days 20:59:59,6.0,372.0,2100.0,-59.55813
0 days 20:59:59,6.0,372.0,2124.0,-66.48372
0 days 20:59:59,6.0,372.0,2148.0,-63.32032
0 days 20:59:59,6.0,372.0,2172.0,-75.40735
0 days 20:59:59,6.0,372.0,2196.0,-63.652744
0 days 20:59:59,6.0,372.0,2220.0,-63.401516
0 days 20:59:59,6.0,372.0,2244.0,-77.5712
0 days 20:59:59,6.0,372.0,2268.0,-115.83549
0 days 20:59:59,6.0,372.0,2292.0,-116.366905
0 days 20:59:59,6.0,372.0,2316.0,-116.07533
0 days 20:59:59,6.0,372.0,2340.0,-53.976505
0 days 20:59:59,6.0,372.0,2364.0,-54.896877
0 days 20:59:59,6.0,372.0,2388.0,-76.34973
0 days 20:59:59,6.0,372.0,2412.0,-50.087906
0 days 20:59:59,6.0,372.0,2436.0,-64.22928
0 days 20:59:59,6.0,372.0,2460.0,-58.809383
0 days 20:59:59,6.0,372.0,2484.0,-65.75107
0 days 20:59:59,6.0,372.0,2508.0,-61.311745
0 days 20:59:59,6.0,372.0,2532.0,-74.24121
0 days 20:59:59,6.0,372.0,2556.0,-68.50042
0 days 20:59:59,6.0,372.0,2580.0,-115.130844
0 days 20:59:59,6.0,372.0,2604.0,-69.43319
0 days 20:59:59,6.0,372.0,2628.0,-75.34275
0 days 20:59:59,6.0,372.0,2652.0,-74.582794
0 days 20:59:59,6.0,372.0,2676.0,-64.9254
0 days 20:59:59,6.0,372.0,2700.0,-70.284256
0 days 20:59:59,6.0,372.0,2724.0,-78.9454
0 days 20:59:59,6.0,372.0,2748.0,-58.799366
0 days 20:59:59,6.0,372.0,2772.0,-58.76016
0 days 20:59:59,6.0,372.0,2796.0,-65.41303
0 days 20:59:59,6.0,372.0,2820.0,-78.11858
0 days 20:59:59,6.0,372.0,2844.0,-48.09286
0 days 20:59:59,6.0,372.0,2868.0,-50.96032
0 days 20:59:59,6.0,372.0,2892.0,-76.67953
0 days 20:59:59,6.0,372.0,2916.0,-74.93094
0 days 20:59:59,6.0,372.0,2940.0,-75.28953
0 days 20:59:59,6.0,372.0,2964.0,-78.80333
0 days 20:59:59,6.0,372.0,2988.0,-90.1483
0 days 20:59:59,6.0,372.0,3012.0,-57.21681
0 days 20:59:59,6.0,372.0,3036.0,-57.252895
0 days 20:59:59,6.0,372.0,3060.0,-58.038788
0 days 20:59:59,6.0,396.0,12.0,-40.355263
0 days 20:59:59,6.0,396.0,36.0,-36.696636
0 days 20:59:59,6.0,396.0,60.0,-34.777676
0 days 20:59:59,6.0,396.0,84.0,-28.695904
0 days 20:59:59,6.0,396.0,108.0,-33.299587
0 days 20:59:59,6.0,396.0,132.0,-47.49324
0 days 20:59:59,6.0,396.0,156.0,-33.337173
0 days 20:59:59,6.0,396.0,180.0,-48.549328
0 days 20:59:59,6.0,396.0,204.0,-33.38438
0 days 20:59:59,6.0,396.0,228.0,-64.2065
0 days 20:59:59,6.0,396.0,252.0,-40.051975
0 days 20:59:59,6.0,396.0,276.0,-34.94086
0 days 20:59:59,6.0,396.0,300.0,-27.911192
0 days 20:59:59,6.0,396.0,324.0,-33.58266
0 days 20:59:59,6.0,396.0,348.0,-32.5976
0 days 20:59:59,6.0,396.0,372.0,-26.223282
0 days 20:59:59,6.0,396.0,396.0,-19.698801
0 days 20:59:59,6.0,396.0,420.0,-52.505924
0 days 20:59:59,6.0,396.0,444.0,-33.399876
0 days 20:59:59,6.0,396.0,468.0,-46.251045
0 days 20:59:59,6.0,396.0,492.0,-49.847378
0 days 20:59:59,6.0,396.0,516.0,-51.18423
0 days 20:59:59,6.0,396.0,540.0,-51.77669
0 days 20:59:59,6.0,396.0,564.0,-52.230755
0 days 20:59:59,6.0,396.0,588.0,-52.566746
0 days 20:59:59,6.0,396.0,612.0,-52.73531
0 days 20:59:59,6.0,396.0,636.0,-52.96691
0 days 20:59:59,6.0,396.0,660.0,-20.941824
0 days 20:59:59,6.0,396.0,684.0,-41.766373
0 days 20:59:59,6.0,396.0,708.0,-49.41373
0 days 20:59:59,6.0,396.0,732.0,-27.804447
0 days 20:59:59,6.0,396.0,756.0,-50.116314
0 days 20:59:59,6.0,396.0,780.0,-56.521236
0 days 20:59:59,6.0,396.0,804.0,-57.974087
0 days 20:59:59,6.0,396.0,828.0,-38.328114
0 days 20:59:59,6.0,396.0,852.0,-50.905666
0 days 20:59:59,6.0,396.0,876.0,-42.146397
0 days 20:59:59,6.0,396.0,900.0,-34.959843
0 days 20:59:59,6.0,396.0,924.0,-53.70848
0 days 20:59:59,6.0,396.0,948.0,-57.913483
0 days 20:59:59,6.0,396.0,972.0,-43.462166
0 days 20:59:59,6.0,396.0,996.0,-37.465244
0 days 20:59:59,6.0,396.0,1020.0,-51.874367
0 days 20:59:59,6.0,396.0,1044.0,-37.270824
0 days 20:59:59,6.0,396.0,1068.0,-37.019875
0 days 20:59:59,6.0,396.0,1092.0,-50.141346
0 days 20:59:59,6.0,396.0,1116.0,-40.072598
0 days 20:59:59,6.0,396.0,1140.0,-36.76482
0 days 20:59:59,6.0,396.0,1164.0,-48.624626
0 days 20:59:59,6.0,396.0,1188.0,-36.69696
0 days 20:59:59,6.0,396.0,1212.0,-49.85
0 days 20:59:59,6.0,396.0,1236.0,-36.869137
0 days 20:59:59,6.0,396.0,1260.0,-50.948757
0 days 20:59:59,6.0,396.0,1284.0,-38.641064
0 days 20:59:59,6.0,396.0,1308.0,-67.70431
0 days 20:59:59,6.0,396.0,1332.0,-47.48804
0 days 20:59:59,6.0,396.0,1356.0,-53.201797
0 days 20:59:59,6.0,396.0,1380.0,-76.263016
0 days 20:59:59,6.0,396.0,1404.0,-60.37215
0 days 20:59:59,6.0,396.0,1428.0,-52.461086
0 days 20:59:59,6.0,396.0,1452.0,-49.389935
0 days 20:59:59,6.0,396.0,1476.0,-64.424355
0 days 20:59:59,6.0,396.0,1500.0,-78.834206
0 days 20:59:59,6.0,396.0,1524.0,-70.42126
0 days 20:59:59,6.0,396.0,1548.0,-70.81313
0 days 20:59:59,6.0,396.0,1572.0,-71.49384
0 days 20:59:59,6.0,396.0,1596.0,-44.505688
0 days 20:59:59,6.0,396.0,1620.0,-54.153374
0 days 20:59:59,6.0,396.0,1644.0,-102.8798
0 days 20:59:59,6.0,396.0,1668.0,-102.09581
0 days 20:59:59,6.0,396.0,1692.0,-63.894936
0 days 20:59:59,6.0,396.0,1716.0,-76.49154
0 days 20:59:59,6.0,396.0,1740.0,-71.50916
0 days 20:59:59,6.0,396.0,1764.0,-76.91113
0 days 20:59:59,6.0,396.0,1788.0,-82.1913
0 days 20:59:59,6.0,396.0,1812.0,-65.94425
0 days 20:59:59,6.0,396.0,1836.0,-112.35392
