time,zu1_xy,y,x,rad_net*_xy
0 days 14:59:59,6.0,2100.0,348.0,14.175475
0 days 14:59:59,6.0,2100.0,372.0,-21.157688
0 days 14:59:59,6.0,2100.0,396.0,259.60074
0 days 14:59:59,6.0,2100.0,420.0,250.97609
0 days 14:59:59,6.0,2100.0,444.0,363.90558
0 days 14:59:59,6.0,2100.0,468.0,8.73996
0 days 14:59:59,6.0,2100.0,492.0,-20.291845
0 days 14:59:59,6.0,2100.0,516.0,246.50763
0 days 14:59:59,6.0,2100.0,540.0,259.79465
0 days 14:59:59,6.0,2100.0,564.0,272.979
0 days 14:59:59,6.0,2100.0,588.0,274.1983
0 days 14:59:59,6.0,2100.0,612.0,-121.061615
0 days 14:59:59,6.0,2100.0,636.0,368.04813
0 days 14:59:59,6.0,2100.0,660.0,-26.256708
0 days 14:59:59,6.0,2100.0,684.0,263.85794
0 days 14:59:59,6.0,2100.0,708.0,260.76395
0 days 14:59:59,6.0,2100.0,732.0,258.56744
0 days 14:59:59,6.0,2100.0,756.0,259.78638
0 days 14:59:59,6.0,2100.0,780.0,-70.90442
0 days 14:59:59,6.0,2100.0,804.0,185.3433
0 days 14:59:59,6.0,2100.0,828.0,252.74106
0 days 14:59:59,6.0,2100.0,852.0,255.61945
0 days 14:59:59,6.0,2100.0,876.0,279.14554
0 days 14:59:59,6.0,2100.0,900.0,7.5187645
0 days 14:59:59,6.0,2100.0,924.0,0.24277155
0 days 14:59:59,6.0,2100.0,948.0,-12.595192
0 days 14:59:59,6.0,2100.0,972.0,267.72812
0 days 14:59:59,6.0,2100.0,996.0,267.76083
0 days 14:59:59,6.0,2100.0,1020.0,546.71985
0 days 14:59:59,6.0,2100.0,1044.0,546.8051
0 days 14:59:59,6.0,2100.0,1068.0,546.93036
0 days 14:59:59,6.0,2100.0,1092.0,547.3498
0 days 14:59:59,6.0,2100.0,1116.0,549.9061
0 days 14:59:59,6.0,2100.0,1140.0,572.9745
0 days 14:59:59,6.0,2100.0,1164.0,250.97827
0 days 14:59:59,6.0,2100.0,1188.0,250.96765
0 days 14:59:59,6.0,2100.0,1212.0,251.33116
0 days 14:59:59,6.0,2100.0,1236.0,249.95773
0 days 14:59:59,6.0,2100.0,1260.0,-20.677998
0 days 14:59:59,6.0,2100.0,1284.0,363.7281
0 days 14:59:59,6.0,2100.0,1308.0,369.9378
0 days 14:59:59,6.0,2100.0,1332.0,383.86685
0 days 14:59:59,6.0,2100.0,1356.0,264.78815
0 days 14:59:59,6.0,2100.0,1380.0,-77.474655
0 days 14:59:59,6.0,2100.0,1404.0,235.80289
0 days 14:59:59,6.0,2100.0,1428.0,263.94464
0 days 14:59:59,6.0,2100.0,1452.0,255.17673
0 days 14:59:59,6.0,2100.0,1476.0,254.72375
0 days 14:59:59,6.0,2100.0,1500.0,12.269377
0 days 14:59:59,6.0,2100.0,1524.0,10.660342
0 days 14:59:59,6.0,2100.0,1548.0,3.426313
0 days 14:59:59,6.0,2100.0,1572.0,-32.256363
0 days 14:59:59,6.0,2100.0,1596.0,255.05104
0 days 14:59:59,6.0,2100.0,1620.0,256.3238
0 days 14:59:59,6.0,2100.0,1644.0,258.51938
0 days 14:59:59,6.0,2100.0,1668.0,283.69345
0 days 14:59:59,6.0,2100.0,1692.0,207.77574
0 days 14:59:59,6.0,2100.0,1716.0,-67.21527
0 days 14:59:59,6.0,2100.0,1740.0,344.5486
0 days 14:59:59,6.0,2100.0,1764.0,240.0044
0 days 14:59:59,6.0,2100.0,1788.0,239.97281
0 days 14:59:59,6.0,2100.0,1812.0,239.55148
0 days 14:59:59,6.0,2100.0,1836.0,239.31766
0 days 14:59:59,6.0,2100.0,1860.0,240.77286
0 days 14:59:59,6.0,2100.0,1884.0,241.67137
0 days 14:59:59,6.0,2100.0,1908.0,265.16656
0 days 14:59:59,6.0,2100.0,1932.0,222.22983
0 days 14:59:59,6.0,2100.0,1956.0,224.44067
0 days 14:59:59,6.0,2100.0,1980.0,225.81544
0 days 14:59:59,6.0,2100.0,2004.0,-65.963646
0 days 14:59:59,6.0,2100.0,2028.0,238.92104
0 days 14:59:59,6.0,2100.0,2052.0,240.6556
0 days 14:59:59,6.0,2100.0,2076.0,548.96564
0 days 14:59:59,6.0,2100.0,2100.0,549.9615
0 days 14:59:59,6.0,2100.0,2124.0,245.13818
0 days 14:59:59,6.0,2100.0,2148.0,249.22903
0 days 14:59:59,6.0,2100.0,2172.0,259.23935
0 days 14:59:59,6.0,2100.0,2196.0,246.98053
0 days 14:59:59,6.0,2100.0,2220.0,246.00856
0 days 14:59:59,6.0,2100.0,2244.0,261.33145
0 days 14:59:59,6.0,2100.0,2268.0,238.6713
0 days 14:59:59,6.0,2100.0,2292.0,235.27644
0 days 14:59:59,6.0,2100.0,2316.0,219.382
0 days 14:59:59,6.0,2100.0,2340.0,366.25104
0 days 14:59:59,6.0,2100.0,2364.0,249.9081
0 days 14:59:59,6.0,2100.0,2388.0,248.29495
0 days 14:59:59,6.0,2100.0,2412.0,246.93918
0 days 14:59:59,6.0,2100.0,2436.0,-8.018781
0 days 14:59:59,6.0,2100.0,2460.0,238.92076
0 days 14:59:59,6.0,2100.0,2484.0,414.92395
0 days 14:59:59,6.0,2100.0,2508.0,456.28745
0 days 14:59:59,6.0,2100.0,2532.0,249.99779
0 days 14:59:59,6.0,2100.0,2556.0,258.6833
0 days 14:59:59,6.0,2100.0,2580.0,248.15181
0 days 14:59:59,6.0,2100.0,2604.0,248.36426
0 days 14:59:59,6.0,2100.0,2628.0,254.86769
0 days 14:59:59,6.0,2100.0,2652.0,247.06427
0 days 14:59:59,6.0,2100.0,2676.0,246.33882
0 days 14:59:59,6.0,2100.0,2700.0,247.20808
0 days 14:59:59,6.0,2100.0,2724.0,248.53094
0 days 14:59:59,6.0,2100.0,2748.0,249.61234
0 days 14:59:59,6.0,2100.0,2772.0,252.94342
0 days 14:59:59,6.0,2100.0,2796.0,256.54535
0 days 14:59:59,6.0,2100.0,2820.0,283.1058
0 days 14:59:59,6.0,2100.0,2844.0,265.92227
0 days 14:59:59,6.0,2100.0,2868.0,430.30945
0 days 14:59:59,6.0,2100.0,2892.0,255.34308
0 days 14:59:59,6.0,2100.0,2916.0,259.3149
0 days 14:59:59,6.0,2100.0,2940.0,304.75244
0 days 14:59:59,6.0,2100.0,2964.0,398.25125
0 days 14:59:59,6.0,2100.0,2988.0,401.5201
0 days 14:59:59,6.0,2100.0,3012.0,24.07813
0 days 14:59:59,6.0,2100.0,3036.0,389.2698
0 days 14:59:59,6.0,2100.0,3060.0,390.58813
0 days 14:59:59,6.0,2124.0,12.0,401.14072
0 days 14:59:59,6.0,2124.0,36.0,7.8302917
0 days 14:59:59,6.0,2124.0,60.0,-3.7167785
0 days 14:59:59,6.0,2124.0,84.0,391.60632
0 days 14:59:59,6.0,2124.0,108.0,13.614962
0 days 14:59:59,6.0,2124.0,132.0,8.297093
0 days 14:59:59,6.0,2124.0,156.0,-23.086058
0 days 14:59:59,6.0,2124.0,180.0,10.980023
0 days 14:59:59,6.0,2124.0,204.0,-26.38883
0 days 14:59:59,6.0,2124.0,228.0,248.95921
0 days 14:59:59,6.0,2124.0,252.0,3.609732
0 days 14:59:59,6.0,2124.0,276.0,-30.617632
0 days 14:59:59,6.0,2124.0,300.0,242.99692
0 days 14:59:59,6.0,2124.0,324.0,371.20917
0 days 14:59:59,6.0,2124.0,348.0,247.79123
0 days 14:59:59,6.0,2124.0,372.0,-43.4008
0 days 14:59:59,6.0,2124.0,396.0,260.41443
0 days 14:59:59,6.0,2124.0,420.0,-70.83234
0 days 14:59:59,6.0,2124.0,444.0,249.5457
0 days 14:59:59,6.0,2124.0,468.0,-6.9531565
0 days 14:59:59,6.0,2124.0,492.0,264.86435
0 days 14:59:59,6.0,2124.0,516.0,-62.576427
0 days 14:59:59,6.0,2124.0,540.0,245.28508
0 days 14:59:59,6.0,2124.0,564.0,245.05678
0 days 14:59:59,6.0,2124.0,588.0,243.34348
0 days 14:59:59,6.0,2124.0,612.0,-72.62382
0 days 14:59:59,6.0,2124.0,636.0,229.14279
0 days 14:59:59,6.0,2124.0,660.0,-27.809137
0 days 14:59:59,6.0,2124.0,684.0,259.14413
0 days 14:59:59,6.0,2124.0,708.0,257.6648
0 days 14:59:59,6.0,2124.0,732.0,-1.5765922
0 days 14:59:59,6.0,2124.0,756.0,-3.521473
0 days 14:59:59,6.0,2124.0,780.0,-59.136578
0 days 14:59:59,6.0,2124.0,804.0,227.47903
0 days 14:59:59,6.0,2124.0,828.0,278.4234
0 days 14:59:59,6.0,2124.0,852.0,7.1853576
0 days 14:59:59,6.0,2124.0,876.0,-0.32846642
0 days 14:59:59,6.0,2124.0,900.0,53.46315
0 days 14:59:59,6.0,2124.0,924.0,267.9656
0 days 14:59:59,6.0,2124.0,948.0,268.8541
0 days 14:59:59,6.0,2124.0,972.0,268.40662
0 days 14:59:59,6.0,2124.0,996.0,546.6535
0 days 14:59:59,6.0,2124.0,1020.0,546.6249
0 days 14:59:59,6.0,2124.0,1044.0,546.58276
0 days 14:59:59,6.0,2124.0,1068.0,546.9078
0 days 14:59:59,6.0,2124.0,1092.0,547.25336
0 days 14:59:59,6.0,2124.0,1116.0,548.6729
0 days 14:59:59,6.0,2124.0,1140.0,553.45044
0 days 14:59:59,6.0,2124.0,1164.0,278.27365
0 days 14:59:59,6.0,2124.0,1188.0,250.64601
0 days 14:59:59,6.0,2124.0,1212.0,-21.412699
0 days 14:59:59,6.0,2124.0,1236.0,253.6412
0 days 14:59:59,6.0,2124.0,1260.0,351.74026
0 days 14:59:59,6.0,2124.0,1284.0,361.8437
0 days 14:59:59,6.0,2124.0,1308.0,368.1426
0 days 14:59:59,6.0,2124.0,1332.0,362.40182
0 days 14:59:59,6.0,2124.0,1356.0,305.59097
0 days 14:59:59,6.0,2124.0,1380.0,-58.959816
0 days 14:59:59,6.0,2124.0,1404.0,239.7281
0 days 14:59:59,6.0,2124.0,1428.0,355.38437
0 days 14:59:59,6.0,2124.0,1452.0,239.38567
0 days 14:59:59,6.0,2124.0,1476.0,6.2929273
0 days 14:59:59,6.0,2124.0,1500.0,-24.942976
0 days 14:59:59,6.0,2124.0,1524.0,-83.80211
0 days 14:59:59,6.0,2124.0,1548.0,252.98463
0 days 14:59:59,6.0,2124.0,1572.0,252.88434
0 days 14:59:59,6.0,2124.0,1596.0,253.71965
0 days 14:59:59,6.0,2124.0,1620.0,254.90141
0 days 14:59:59,6.0,2124.0,1644.0,257.53583
0 days 14:59:59,6.0,2124.0,1668.0,259.33542
0 days 14:59:59,6.0,2124.0,1692.0,239.49237
0 days 14:59:59,6.0,2124.0,1716.0,240.27406
0 days 14:59:59,6.0,2124.0,1740.0,240.63776
0 days 14:59:59,6.0,2124.0,1764.0,240.48294
0 days 14:59:59,6.0,2124.0,1788.0,240.37233
0 days 14:59:59,6.0,2124.0,1812.0,348.24808
0 days 14:59:59,6.0,2124.0,1836.0,239.7956
0 days 14:59:59,6.0,2124.0,1860.0,239.7457
0 days 14:59:59,6.0,2124.0,1884.0,242.07173
0 days 14:59:59,6.0,2124.0,1908.0,265.9944
0 days 14:59:59,6.0,2124.0,1932.0,224.94237
0 days 14:59:59,6.0,2124.0,1956.0,-67.5947
0 days 14:59:59,6.0,2124.0,1980.0,238.55913
0 days 14:59:59,6.0,2124.0,2004.0,239.89404
0 days 14:59:59,6.0,2124.0,2028.0,240.77774
0 days 14:59:59,6.0,2124.0,2052.0,241.95338
0 days 14:59:59,6.0,2124.0,2076.0,548.39014
0 days 14:59:59,6.0,2124.0,2100.0,241.77522
0 days 14:59:59,6.0,2124.0,2124.0,241.82483
0 days 14:59:59,6.0,2124.0,2148.0,261.62943
0 days 14:59:59,6.0,2124.0,2172.0,234.1183
0 days 14:59:59,6.0,2124.0,2196.0,-66.129364
0 days 14:59:59,6.0,2124.0,2220.0,348.9766
0 days 14:59:59,6.0,2124.0,2244.0,243.02849
0 days 14:59:59,6.0,2124.0,2268.0,261.1759
0 days 14:59:59,6.0,2124.0,2292.0,236.28949
0 days 14:59:59,6.0,2124.0,2316.0,-47.629246
0 days 14:59:59,6.0,2124.0,2340.0,426.27045
0 days 14:59:59,6.0,2124.0,2364.0,242.27893
0 days 14:59:59,6.0,2124.0,2388.0,241.63734
0 days 14:59:59,6.0,2124.0,2412.0,403.5776
0 days 14:59:59,6.0,2124.0,2436.0,400.10596
0 days 14:59:59,6.0,2124.0,2460.0,404.02106
0 days 14:59:59,6.0,2124.0,2484.0,424.11853
0 days 14:59:59,6.0,2124.0,2508.0,396.92044
0 days 14:59:59,6.0,2124.0,2532.0,265.62564
0 days 14:59:59,6.0,2124.0,2556.0,242.94052
0 days 14:59:59,6.0,2124.0,2580.0,-66.048386
0 days 14:59:59,6.0,2124.0,2604.0,262.88873
0 days 14:59:59,6.0,2124.0,2628.0,240.16812
0 days 14:59:59,6.0,2124.0,2652.0,-62.13153
0 days 14:59:59,6.0,2124.0,2676.0,244.52762
0 days 14:59:59,6.0,2124.0,2700.0,250.13852
0 days 14:59:59,6.0,2124.0,2724.0,261.20468
0 days 14:59:59,6.0,2124.0,2748.0,262.9041
0 days 14:59:59,6.0,2124.0,2772.0,252.80887
0 days 14:59:59,6.0,2124.0,2796.0,255.40955
0 days 14:59:59,6.0,2124.0,2820.0,280.94315
0 days 14:59:59,6.0,2124.0,2844.0,257.83667
0 days 14:59:59,6.0,2124.0,2868.0,438.08188
0 days 14:59:59,6.0,2124.0,2892.0,252.36215
0 days 14:59:59,6.0,2124.0,2916.0,251.10089
0 days 14:59:59,6.0,2124.0,2940.0,370.61627
0 days 14:59:59,6.0,2124.0,2964.0,412.2959
0 days 14:59:59,6.0,2124.0,2988.0,394.0639
0 days 14:59:59,6.0,2124.0,3012.0,398.1361
0 days 14:59:59,6.0,2124.0,3036.0,415.34927
0 days 14:59:59,6.0,2124.0,3060.0,390.14346
0 days 14:59:59,6.0,2148.0,12.0,392.6072
0 days 14:59:59,6.0,2148.0,36.0,391.8713
0 days 14:59:59,6.0,2148.0,60.0,390.47043
0 days 14:59:59,6.0,2148.0,84.0,10.907407
0 days 14:59:59,6.0,2148.0,108.0,-3.987077
0 days 14:59:59,6.0,2148.0,132.0,392.6064
0 days 14:59:59,6.0,2148.0,156.0,11.053506
0 days 14:59:59,6.0,2148.0,180.0,-19.363636
0 days 14:59:59,6.0,2148.0,204.0,-229.97217
0 days 14:59:59,6.0,2148.0,228.0,215.90976
0 days 14:59:59,6.0,2148.0,252.0,-31.662216
0 days 14:59:59,6.0,2148.0,276.0,243.88382
0 days 14:59:59,6.0,2148.0,300.0,245.70999
0 days 14:59:59,6.0,2148.0,324.0,247.16095
0 days 14:59:59,6.0,2148.0,348.0,244.24039
0 days 14:59:59,6.0,2148.0,372.0,245.36679
0 days 14:59:59,6.0,2148.0,396.0,358.60938
0 days 14:59:59,6.0,2148.0,420.0,11.886259
0 days 14:59:59,6.0,2148.0,444.0,6.2297773
0 days 14:59:59,6.0,2148.0,468.0,-18.848213
0 days 14:59:59,6.0,2148.0,492.0,247.11427
0 days 14:59:59,6.0,2148.0,516.0,247.09218
0 days 14:59:59,6.0,2148.0,540.0,247.87393
0 days 14:59:59,6.0,2148.0,564.0,359.40744
0 days 14:59:59,6.0,2148.0,588.0,247.66273
0 days 14:59:59,6.0,2148.0,612.0,-136.0638
0 days 14:59:59,6.0,2148.0,636.0,247.86818
0 days 14:59:59,6.0,2148.0,660.0,-65.415825
0 days 14:59:59,6.0,2148.0,684.0,349.55756
0 days 14:59:59,6.0,2148.0,708.0,-50.32559
0 days 14:59:59,6.0,2148.0,732.0,-62.37844
0 days 14:59:59,6.0,2148.0,756.0,182.70354
0 days 14:59:59,6.0,2148.0,780.0,257.9271
0 days 14:59:59,6.0,2148.0,804.0,280.75497
0 days 14:59:59,6.0,2148.0,828.0,0.33209914
0 days 14:59:59,6.0,2148.0,852.0,-30.991158
0 days 14:59:59,6.0,2148.0,876.0,547.56195
0 days 14:59:59,6.0,2148.0,900.0,547.00055
0 days 14:59:59,6.0,2148.0,924.0,546.76953
0 days 14:59:59,6.0,2148.0,948.0,546.6655
0 days 14:59:59,6.0,2148.0,972.0,546.5784
0 days 14:59:59,6.0,2148.0,996.0,546.6004
0 days 14:59:59,6.0,2148.0,1020.0,546.6103
0 days 14:59:59,6.0,2148.0,1044.0,546.6446
0 days 14:59:59,6.0,2148.0,1068.0,546.83575
0 days 14:59:59,6.0,2148.0,1092.0,547.10834
0 days 14:59:59,6.0,2148.0,1116.0,547.4721
0 days 14:59:59,6.0,2148.0,1140.0,548.61304
0 days 14:59:59,6.0,2148.0,1164.0,255.77414
0 days 14:59:59,6.0,2148.0,1188.0,254.19913
0 days 14:59:59,6.0,2148.0,1212.0,260.00787
0 days 14:59:59,6.0,2148.0,1236.0,259.3874
0 days 14:59:59,6.0,2148.0,1260.0,356.12207
0 days 14:59:59,6.0,2148.0,1284.0,360.2733
0 days 14:59:59,6.0,2148.0,1308.0,363.47464
0 days 14:59:59,6.0,2148.0,1332.0,364.99155
0 days 14:59:59,6.0,2148.0,1356.0,377.81964
0 days 14:59:59,6.0,2148.0,1380.0,202.17998
0 days 14:59:59,6.0,2148.0,1404.0,195.1593
0 days 14:59:59,6.0,2148.0,1428.0,197.36797
0 days 14:59:59,6.0,2148.0,1452.0,203.65425
0 days 14:59:59,6.0,2148.0,1476.0,-28.95643
0 days 14:59:59,6.0,2148.0,1500.0,255.86906
0 days 14:59:59,6.0,2148.0,1524.0,256.35867
0 days 14:59:59,6.0,2148.0,1548.0,256.29712
0 days 14:59:59,6.0,2148.0,1572.0,255.51146
0 days 14:59:59,6.0,2148.0,1596.0,256.51297
0 days 14:59:59,6.0,2148.0,1620.0,257.82947
0 days 14:59:59,6.0,2148.0,1644.0,258.01804
0 days 14:59:59,6.0,2148.0,1668.0,258.90222
0 days 14:59:59,6.0,2148.0,1692.0,547.9177
0 days 14:59:59,6.0,2148.0,1716.0,547.80585
0 days 14:59:59,6.0,2148.0,1740.0,547.843
0 days 14:59:59,6.0,2148.0,1764.0,241.33607
0 days 14:59:59,6.0,2148.0,1788.0,241.20706
0 days 14:59:59,6.0,2148.0,1812.0,241.023
0 days 14:59:59,6.0,2148.0,1836.0,240.79347
0 days 14:59:59,6.0,2148.0,1860.0,240.8116
0 days 14:59:59,6.0,2148.0,1884.0,242.62212
0 days 14:59:59,6.0,2148.0,1908.0,245.98824
0 days 14:59:59,6.0,2148.0,1932.0,353.72824
0 days 14:59:59,6.0,2148.0,1956.0,254.3529
0 days 14:59:59,6.0,2148.0,1980.0,243.35089
0 days 14:59:59,6.0,2148.0,2004.0,242.91019
0 days 14:59:59,6.0,2148.0,2028.0,243.17532
0 days 14:59:59,6.0,2148.0,2052.0,548.2174
0 days 14:59:59,6.0,2148.0,2076.0,548.43604
0 days 14:59:59,6.0,2148.0,2100.0,548.4781
0 days 14:59:59,6.0,2148.0,2124.0,243.08685
0 days 14:59:59,6.0,2148.0,2148.0,246.15701
0 days 14:59:59,6.0,2148.0,2172.0,251.6162
0 days 14:59:59,6.0,2148.0,2196.0,257.94046
0 days 14:59:59,6.0,2148.0,2220.0,246.06363
0 days 14:59:59,6.0,2148.0,2244.0,243.54817
0 days 14:59:59,6.0,2148.0,2268.0,244.77277
0 days 14:59:59,6.0,2148.0,2292.0,246.21536
0 days 14:59:59,6.0,2148.0,2316.0,353.29285
0 days 14:59:59,6.0,2148.0,2340.0,291.28055
0 days 14:59:59,6.0,2148.0,2364.0,242.60257
0 days 14:59:59,6.0,2148.0,2388.0,242.12613
0 days 14:59:59,6.0,2148.0,2412.0,397.68073
0 days 14:59:59,6.0,2148.0,2436.0,399.35513
0 days 14:59:59,6.0,2148.0,2460.0,406.40396
0 days 14:59:59,6.0,2148.0,2484.0,431.83734
0 days 14:59:59,6.0,2148.0,2508.0,398.61813
0 days 14:59:59,6.0,2148.0,2532.0,248.34499
0 days 14:59:59,6.0,2148.0,2556.0,243.50856
0 days 14:59:59,6.0,2148.0,2580.0,244.11633
0 days 14:59:59,6.0,2148.0,2604.0,250.75945
0 days 14:59:59,6.0,2148.0,2628.0,260.26413
0 days 14:59:59,6.0,2148.0,2652.0,358.20316
0 days 14:59:59,6.0,2148.0,2676.0,247.29956
0 days 14:59:59,6.0,2148.0,2700.0,268.4406
0 days 14:59:59,6.0,2148.0,2724.0,241.48595
0 days 14:59:59,6.0,2148.0,2748.0,243.05618
0 days 14:59:59,6.0,2148.0,2772.0,-60.84019
0 days 14:59:59,6.0,2148.0,2796.0,249.7331
0 days 14:59:59,6.0,2148.0,2820.0,264.85638
0 days 14:59:59,6.0,2148.0,2844.0,320.4709
0 days 14:59:59,6.0,2148.0,2868.0,262.7953
0 days 14:59:59,6.0,2148.0,2892.0,300.63132
0 days 14:59:59,6.0,2148.0,2916.0,21.22178
0 days 14:59:59,6.0,2148.0,2940.0,28.066362
0 days 14:59:59,6.0,2148.0,2964.0,398.88828
0 days 14:59:59,6.0,2148.0,2988.0,413.3006
0 days 14:59:59,6.0,2148.0,3012.0,394.46973
0 days 14:59:59,6.0,2148.0,3036.0,415.2864
0 days 14:59:59,6.0,2148.0,3060.0,391.0462
0 days 14:59:59,6.0,2172.0,12.0,401.33307
0 days 14:59:59,6.0,2172.0,36.0,10.523254
0 days 14:59:59,6.0,2172.0,60.0,8.011203
0 days 14:59:59,6.0,2172.0,84.0,-4.7129498
0 days 14:59:59,6.0,2172.0,108.0,391.4446
0 days 14:59:59,6.0,2172.0,132.0,11.152201
0 days 14:59:59,6.0,2172.0,156.0,-9.358104
0 days 14:59:59,6.0,2172.0,180.0,4.9349637
0 days 14:59:59,6.0,2172.0,204.0,-27.030478
0 days 14:59:59,6.0,2172.0,228.0,247.84773
0 days 14:59:59,6.0,2172.0,252.0,250.31929
0 days 14:59:59,6.0,2172.0,276.0,247.06476
0 days 14:59:59,6.0,2172.0,300.0,246.20287
0 days 14:59:59,6.0,2172.0,324.0,245.58865
0 days 14:59:59,6.0,2172.0,348.0,246.62796
0 days 14:59:59,6.0,2172.0,372.0,251.20131
0 days 14:59:59,6.0,2172.0,396.0,251.58037
0 days 14:59:59,6.0,2172.0,420.0,-30.689644
0 days 14:59:59,6.0,2172.0,444.0,367.87747
0 days 14:59:59,6.0,2172.0,468.0,261.01974
0 days 14:59:59,6.0,2172.0,492.0,-130.32353
0 days 14:59:59,6.0,2172.0,516.0,246.59271
0 days 14:59:59,6.0,2172.0,540.0,246.59848
0 days 14:59:59,6.0,2172.0,564.0,-154.10222
0 days 14:59:59,6.0,2172.0,588.0,2.8502212
0 days 14:59:59,6.0,2172.0,612.0,-31.112646
0 days 14:59:59,6.0,2172.0,636.0,243.08145
0 days 14:59:59,6.0,2172.0,660.0,354.84335
0 days 14:59:59,6.0,2172.0,684.0,-162.74966
0 days 14:59:59,6.0,2172.0,708.0,200.40929
0 days 14:59:59,6.0,2172.0,732.0,190.98996
0 days 14:59:59,6.0,2172.0,756.0,256.4828
0 days 14:59:59,6.0,2172.0,780.0,278.02072
0 days 14:59:59,6.0,2172.0,804.0,279.98352
0 days 14:59:59,6.0,2172.0,828.0,55.637203
0 days 14:59:59,6.0,2172.0,852.0,547.4648
0 days 14:59:59,6.0,2172.0,876.0,546.8084
0 days 14:59:59,6.0,2172.0,900.0,546.58575
0 days 14:59:59,6.0,2172.0,924.0,546.5852
0 days 14:59:59,6.0,2172.0,948.0,546.5432
0 days 14:59:59,6.0,2172.0,972.0,546.5921
0 days 14:59:59,6.0,2172.0,996.0,546.5782
0 days 14:59:59,6.0,2172.0,1020.0,546.731
0 days 14:59:59,6.0,2172.0,1044.0,546.7991
0 days 14:59:59,6.0,2172.0,1068.0,546.8404
0 days 14:59:59,6.0,2172.0,1092.0,547.2635
0 days 14:59:59,6.0,2172.0,1116.0,547.2982
0 days 14:59:59,6.0,2172.0,1140.0,547.3941
0 days 14:59:59,6.0,2172.0,1164.0,547.38904
0 days 14:59:59,6.0,2172.0,1188.0,547.3765
0 days 14:59:59,6.0,2172.0,1212.0,263.87054
0 days 14:59:59,6.0,2172.0,1236.0,264.0828
0 days 14:59:59,6.0,2172.0,1260.0,357.93542
0 days 14:59:59,6.0,2172.0,1284.0,359.99615
0 days 14:59:59,6.0,2172.0,1308.0,363.51517
0 days 14:59:59,6.0,2172.0,1332.0,268.9066
0 days 14:59:59,6.0,2172.0,1356.0,218.41907
0 days 14:59:59,6.0,2172.0,1380.0,212.0037
0 days 14:59:59,6.0,2172.0,1404.0,210.2483
0 days 14:59:59,6.0,2172.0,1428.0,213.41467
0 days 14:59:59,6.0,2172.0,1452.0,218.35417
0 days 14:59:59,6.0,2172.0,1476.0,-54.794067
0 days 14:59:59,6.0,2172.0,1500.0,255.75557
0 days 14:59:59,6.0,2172.0,1524.0,257.0852
0 days 14:59:59,6.0,2172.0,1548.0,259.12198
0 days 14:59:59,6.0,2172.0,1572.0,258.172
0 days 14:59:59,6.0,2172.0,1596.0,259.24323
0 days 14:59:59,6.0,2172.0,1620.0,260.29953
0 days 14:59:59,6.0,2172.0,1644.0,259.5458
0 days 14:59:59,6.0,2172.0,1668.0,260.86932
0 days 14:59:59,6.0,2172.0,1692.0,261.04166
0 days 14:59:59,6.0,2172.0,1716.0,547.36804
0 days 14:59:59,6.0,2172.0,1740.0,547.4044
0 days 14:59:59,6.0,2172.0,1764.0,547.4402
0 days 14:59:59,6.0,2172.0,1788.0,242.48724
0 days 14:59:59,6.0,2172.0,1812.0,242.43578
0 days 14:59:59,6.0,2172.0,1836.0,242.3391
0 days 14:59:59,6.0,2172.0,1860.0,242.47322
0 days 14:59:59,6.0,2172.0,1884.0,243.17783
0 days 14:59:59,6.0,2172.0,1908.0,245.00372
0 days 14:59:59,6.0,2172.0,1932.0,263.29996
0 days 14:59:59,6.0,2172.0,1956.0,229.94505
0 days 14:59:59,6.0,2172.0,1980.0,-65.982735
0 days 14:59:59,6.0,2172.0,2004.0,241.31343
0 days 14:59:59,6.0,2172.0,2028.0,548.09375
0 days 14:59:59,6.0,2172.0,2052.0,548.49457
0 days 14:59:59,6.0,2172.0,2076.0,548.64984
0 days 14:59:59,6.0,2172.0,2100.0,548.6757
0 days 14:59:59,6.0,2172.0,2124.0,243.44131
0 days 14:59:59,6.0,2172.0,2148.0,247.0537
0 days 14:59:59,6.0,2172.0,2172.0,276.9645
0 days 14:59:59,6.0,2172.0,2196.0,239.95738
0 days 14:59:59,6.0,2172.0,2220.0,-63.671986
0 days 14:59:59,6.0,2172.0,2244.0,352.81628
0 days 14:59:59,6.0,2172.0,2268.0,244.64165
0 days 14:59:59,6.0,2172.0,2292.0,249.50102
0 days 14:59:59,6.0,2172.0,2316.0,374.29315
0 days 14:59:59,6.0,2172.0,2340.0,245.92995
0 days 14:59:59,6.0,2172.0,2364.0,244.9842
0 days 14:59:59,6.0,2172.0,2388.0,398.66098
0 days 14:59:59,6.0,2172.0,2412.0,398.65964
0 days 14:59:59,6.0,2172.0,2436.0,401.28436
0 days 14:59:59,6.0,2172.0,2460.0,411.9683
0 days 14:59:59,6.0,2172.0,2484.0,454.20453
0 days 14:59:59,6.0,2172.0,2508.0,252.35393
0 days 14:59:59,6.0,2172.0,2532.0,368.5536
0 days 14:59:59,6.0,2172.0,2556.0,251.34111
0 days 14:59:59,6.0,2172.0,2580.0,259.97998
0 days 14:59:59,6.0,2172.0,2604.0,280.71698
0 days 14:59:59,6.0,2172.0,2628.0,240.10042
0 days 14:59:59,6.0,2172.0,2652.0,-75.198975
0 days 14:59:59,6.0,2172.0,2676.0,246.06575
0 days 14:59:59,6.0,2172.0,2700.0,269.09897
0 days 14:59:59,6.0,2172.0,2724.0,238.79524
0 days 14:59:59,6.0,2172.0,2748.0,240.90498
