336.0,336.0,360.0,408.0,408.0,408.0,432.0,432.0,432.0,432.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,384.0,384.0,360.0,360.0,336.0,336.0,312.0,312.0,312.0,288.0,288.0,264.0,264.0,240.0,216.0,216.0,192.0,192.0,216.0,216.0,192.0,192.0,168.0,168.0,144.0,120.0,120.0,108.0,72.0,72.0,72.0,72.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
336.0,336.0,360.0,408.0,408.0,408.0,432.0,432.0,432.0,432.0,456.0,456.0,456.0,456.0,456.0,480.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,384.0,384.0,360.0,360.0,336.0,336.0,312.0,312.0,312.0,288.0,288.0,264.0,264.0,240.0,216.0,216.0,192.0,192.0,216.0,216.0,192.0,192.0,168.0,168.0,144.0,120.0,120.0,120.0,72.0,72.0,72.0,72.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
336.0,336.0,360.0,408.0,408.0,408.0,408.0,432.0,432.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,384.0,384.0,360.0,360.0,336.0,336.0,336.0,336.0,312.0,312.0,288.0,264.0,264.0,240.0,240.0,216.0,216.0,216.0,216.0,216.0,192.0,192.0,168.0,168.0,144.0,120.0,120.0,120.0,96.0,72.0,72.0,72.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
336.0,336.0,360.0,408.0,408.0,408.0,408.0,432.0,432.0,456.0,456.0,480.0,480.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,408.0,408.0,408.0,408.0,384.0,360.0,360.0,360.0,336.0,336.0,336.0,336.0,312.0,312.0,288.0,288.0,264.0,264.0,264.0,240.0,240.0,240.0,240.0,240.0,216.0,192.0,168.0,168.0,168.0,120.0,120.0,120.0,96.0,96.0,72.0,72.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,72.0,72.0,72.0,72.0,72.0,72.0
336.0,360.0,384.0,408.0,408.0,408.0,408.0,432.0,432.0,456.0,456.0,480.0,480.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,360.0,360.0,360.0,336.0,336.0,336.0,336.0,312.0,312.0,288.0,288.0,288.0,264.0,264.0,240.0,240.0,240.0,240.0,216.0,216.0,192.0,168.0,168.0,144.0,120.0,120.0,120.0,96.0,72.0,72.0,72.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,72.0,72.0,72.0,72.0,96.0
336.0,336.0,384.0,408.0,408.0,408.0,408.0,432.0,432.0,456.0,480.0,480.0,480.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,360.0,360.0,336.0,336.0,336.0,336.0,312.0,312.0,312.0,288.0,288.0,288.0,264.0,264.0,240.0,240.0,240.0,216.0,216.0,192.0,192.0,168.0,144.0,144.0,120.0,96.0,96.0,96.0,72.0,72.0,48.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
336.0,336.0,384.0,384.0,384.0,408.0,408.0,432.0,432.0,456.0,456.0,480.0,480.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,360.0,360.0,336.0,336.0,336.0,336.0,312.0,312.0,312.0,288.0,288.0,288.0,264.0,264.0,264.0,264.0,240.0,216.0,216.0,192.0,192.0,168.0,144.0,144.0,120.0,96.0,96.0,72.0,72.0,72.0,48.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
336.0,336.0,384.0,384.0,384.0,408.0,408.0,432.0,432.0,456.0,456.0,480.0,480.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,360.0,360.0,336.0,336.0,336.0,336.0,336.0,312.0,312.0,288.0,288.0,312.0,288.0,288.0,264.0,264.0,240.0,216.0,216.0,192.0,192.0,168.0,168.0,144.0,120.0,96.0,96.0,72.0,72.0,72.0,72.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
336.0,336.0,384.0,384.0,384.0,408.0,408.0,432.0,432.0,432.0,456.0,456.0,480.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,360.0,360.0,336.0,336.0,336.0,336.0,336.0,312.0,312.0,288.0,288.0,312.0,288.0,288.0,264.0,264.0,240.0,240.0,216.0,192.0,192.0,168.0,168.0,144.0,120.0,96.0,96.0,72.0,72.0,72.0,72.0,48.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
336.0,336.0,384.0,384.0,384.0,384.0,408.0,408.0,432.0,432.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,408.0,408.0,408.0,384.0,384.0,360.0,360.0,360.0,336.0,336.0,336.0,336.0,312.0,312.0,312.0,312.0,288.0,288.0,264.0,264.0,240.0,216.0,216.0,192.0,192.0,168.0,144.0,120.0,120.0,96.0,96.0,96.0,72.0,72.0,72.0,48.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,24.0,24.0,24.0,24.0,24.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
